course_id,acreage,holes,course_type,longitude,latitude,state,state_land_value
397,102.9200525,18,Public,-92.3651,34.634354,AR,30881.81818
398,NA,18,Public,-93.761569,35.221893,AR,30881.81818
399,141.7215787,18,Private,-93.214085,33.196322,AR,30881.81818
400,NA,18,Private,-92.737872,34.285422,AR,30881.81818
401,69.5312402,9,Public,-90.172912,35.89492,AR,30881.81818
402,NA,9,Private,-90.771351,34.774623,AR,30881.81818
403,85.18234832,18,Semi Private,-90.20577,35.197191,AR,30881.81818
404,NA,9,Public,-90.42004,35.564851,AR,30881.81818
405,NA,18,Private,-92.409534,34.846844,AR,30881.81818
406,NA,18,Public,-92.397051,34.843243,AR,30881.81818
407,70.08392642,9,Private,-91.351071,33.602111,AR,30881.81818
408,223.7308425,18,Public,-91.842261,36.067112,AR,30881.81818
409,NA,9,Public,-94.205659,34.582534,AR,30881.81818
410,NA,9,Public,-94.180667,34.581392,AR,30881.81818
411,NA,9,Private,-91.81124,33.657029,AR,30881.81818
412,133.2422584,18,Private,-92.770682,35.161546,AR,30881.81818
413,204.4290892,18,Public,-92.42101,36.320459,AR,30881.81818
414,43.68206873,18,Public,-92.355932,36.353721,AR,30881.81818
415,32.8996444,9,Municipal,-92.09809,35.877822,AR,30881.81818
416,NA,18,Private,-93.89469,33.934454,AR,30881.81818
417,138.717064,18,Private,-91.26923,35.598412,AR,30881.81818
418,135.8932914,18,Private,-91.211681,35.607167,AR,30881.81818
419,241.8334202,36,Municipal,-92.303719,34.79521,AR,30881.81818
420,NA,9,Municipal,-92.28939,34.773243,AR,30881.81818
421,75.61128801,9,Public,-92.284638,34.829737,AR,30881.81818
422,113.0279304,18,Public,-92.211304,34.912735,AR,30881.81818
423,245.5883681,18,Public,-92.128135,34.745309,AR,30881.81818
424,NA,18,Public,-92.386995,34.836185,AR,30881.81818
425,NA,9,Municipal,-90.017434,35.707895,AR,30881.81818
426,NA,9,Public,-93.794279,35.475036,AR,30881.81818
427,140.7953,18,Private,-90.530849,36.037997,AR,30881.81818
428,NA,18,Public,-90.513536,36.070946,AR,30881.81818
429,329.8079692,18,Public,-94.119635,36.421723,AR,30881.81818
