timestamp_utc,phase,language,script,git_sha,git_dirty,M,maxit,n_workers,seed,wall_time_sec,host,os,lang_version,key_packages
2026-07-27T07:46:10.215798+00:00,Phase 1,Python,Phase_1.py,3ab975080731fa71ce4a0fe7fef0a068b8059813,False,,,,,2.615642786026001,HomeTex,Windows 11,3.13.13,pandas=3.0.3;numpy=2.4.6;geopandas=1.1.3;miceforest=6.0.5;statsmodels=0.14.6;shapely=2.1.2;matplotlib=3.11.0
2026-07-27T07:46:11.853801+00:00,Phase 2,Python,Phase_2.py,3ab975080731fa71ce4a0fe7fef0a068b8059813,True,,,,,0.6812326908111572,HomeTex,Windows 11,3.13.13,pandas=3.0.3;numpy=2.4.6;geopandas=1.1.3;miceforest=6.0.5;statsmodels=0.14.6;shapely=2.1.2;matplotlib=3.11.0
2026-07-27T07:50:43.611644+00:00,Phase 3,Python,Phase_3.py,3ab975080731fa71ce4a0fe7fef0a068b8059813,True,100,10,15,42,268.69890093803406,HomeTex,Windows 11,3.13.13,pandas=3.0.3;numpy=2.4.6;geopandas=1.1.3;miceforest=6.0.5;statsmodels=0.14.6;shapely=2.1.2;matplotlib=3.11.0
2026-07-27T07:51:00.522209+00:00,Phase 4,Python,Phase_4.py,3ab975080731fa71ce4a0fe7fef0a068b8059813,True,,,,,13.486135482788086,HomeTex,Windows 11,3.13.13,pandas=3.0.3;numpy=2.4.6;geopandas=1.1.3;miceforest=6.0.5;statsmodels=0.14.6;shapely=2.1.2;matplotlib=3.11.0
2026-07-27T07:51:32.505931+00:00,Phase 5,Python,Phase_5.py,3ab975080731fa71ce4a0fe7fef0a068b8059813,True,,,,,31.173919677734375,HomeTex,Windows 11,3.13.13,pandas=3.0.3;numpy=2.4.6;geopandas=1.1.3;miceforest=6.0.5;statsmodels=0.14.6;shapely=2.1.2;matplotlib=3.11.0
