TMK,dominant_zone_class,golf_clipped_acres,recorded_area_acres,course_name,expected_taxable,dominant_zone_description,geometry_reproduced_this_run
39093098,R-5,0.11093904225138362,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105041,R-5,0.11031689851620036,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42054015,R-5,0.10855084524228605,NA,Unknown,TRUE,R-5 Residential District,TRUE
39093100,R-5,0.107911194114581,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093101,R-5,0.10530561689471578,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093099,R-5,0.10368348867729892,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91162008,R-5,0.10066185197134452,1.079,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
42054014,R-5,0.09330510704581786,NA,Unknown,TRUE,R-5 Residential District,TRUE
42046016,R-5,0.09051917375705187,NA,Unknown,TRUE,R-5 Residential District,TRUE
45110027,R-5,0.08775887514447168,NA,Bayview,TRUE,R-5 Residential District,TRUE
39105010,R-5,0.08760099562588894,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42054038,R-5,0.08735534726741148,NA,Unknown,TRUE,R-5 Residential District,TRUE
42054042,R-5,0.07732941666333308,NA,Unknown,TRUE,R-5 Residential District,TRUE
91163010,R-5,0.07698006045032837,7.984,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
56002011,R-5,0.07696618698269715,21.219,Kahuku Golf Course,TRUE,R-5 Residential District,TRUE
39093126,R-5,0.07595352444295551,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105009,R-5,0.07559681003706394,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42048028,R-5,0.07514889025486336,NA,Unknown,TRUE,R-5 Residential District,TRUE
39094030,R-5,0.07436232793697145,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105011,R-5,0.07342324197270231,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105032,R-5,0.07141167064655796,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093125,R-5,0.07114091073181451,NA,Championship Course,TRUE,R-5 Residential District,TRUE
45110016,R-5,0.07065265930240318,NA,Bayview,TRUE,R-5 Residential District,TRUE
91136095,R-5,0.068286847338337,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39105037,R-5,0.06701057843982117,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093050,R-5,0.06544239258104559,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42047010,R-5,0.06472895231476203,NA,Unknown,TRUE,R-5 Residential District,TRUE
39105036,R-5,0.06463997780142153,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105017,R-5,0.06447060496145582,NA,Championship Course,TRUE,R-5 Residential District,TRUE
45110017,R-5,0.06446612489193258,NA,Bayview,TRUE,R-5 Residential District,TRUE
39105016,R-5,0.06434983362767491,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105015,R-5,0.06378798262058567,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105018,R-5,0.06330596921110926,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105012,R-5,0.06321140785098119,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105013,R-5,0.06313887720788822,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94151032,R-5,0.06284401407731081,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
39105014,R-5,0.0626413309849695,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094031,R-5,0.062520925790739465,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42054040,R-5,0.06006055884622763,NA,Unknown,TRUE,R-5 Residential District,TRUE
39093123,R-5,0.05979940201624312,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105040,R-5,0.05946563968399083,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105030,R-5,0.05890987194198634,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093124,R-5,0.0585850552963138,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105031,R-5,0.058531353855229465,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105038,R-5,0.05828972367660097,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91093001,R-5,0.05768876043019282,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
39094043,R-5,0.057633160621936304,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105039,R-5,0.05615803285157575,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094032,R-5,0.05543826550835993,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91033001,R-5,0.05464537150715719,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
56002051,R-5,0.052361147927248705,34.287,Kahuku Golf Course,TRUE,R-5 Residential District,TRUE
39094044,R-5,0.04797583312699438,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39105008,R-5,0.047718174906279595,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91093023,R-5,0.04757140984206657,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91136096,R-5,0.047560029703749736,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094050,R-5,0.04731262807200559,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094042,R-5,0.0473105149165538,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42046015,R-5,0.04728404166498463,NA,Unknown,TRUE,R-5 Residential District,TRUE
45030035,R-5,0.047246235461481864,NA,Bayview,TRUE,R-5 Residential District,TRUE
39094049,R-5,0.046870280061265986,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094077,R-5,0.0462772291454657,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42054039,R-5,0.04603858630459202,NA,Unknown,TRUE,R-5 Residential District,TRUE
39094041,R-5,0.0460342388699354,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094048,R-5,0.04581026213739637,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094033,R-5,0.04538133072005694,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094076,R-5,0.044516161367999324,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094047,R-5,0.044065246597787176,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094045,R-5,0.04403242396887647,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42048026,R-5,0.04378445437222092,NA,Unknown,TRUE,R-5 Residential District,TRUE
91096082,R-5,0.04285644664850758,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91096081,R-5,0.04174364224819196,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91136078,R-5,0.0413200302393177,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
56002056,R-5,0.04117992938904848,8.066,Kahuku Golf Course,TRUE,R-5 Residential District,TRUE
39094036,R-5,0.04107216610148319,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91136079,R-5,0.04104955371316706,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094037,R-5,0.04089495603207119,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094038,R-5,0.04087722908932011,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094040,R-5,0.04080963450430756,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91136080,R-5,0.040778660079161755,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094035,R-5,0.04071628467237016,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094039,R-5,0.04061436474193412,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91136033,R-5,0.04057237206398019,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136081,R-5,0.04050762516124796,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136082,R-5,0.040236166104860735,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136083,R-5,0.039964889429397896,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136084,R-5,0.03969341752780556,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136032,R-5,0.03962002188248755,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094034,R-5,0.039447178577791314,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91136085,R-5,0.03942162830435626,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
42046014,R-5,0.039296362167130554,NA,Unknown,TRUE,R-5 Residential District,TRUE
91136086,R-5,0.039150042496153906,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136087,R-5,0.0388782311461622,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136060,R-5,0.03874514408021279,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136088,R-5,0.0386042839682965,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150030,R-5,0.03855592440468913,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136089,R-5,0.03833442184089965,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
45030031,R-5,0.03813561127642487,1.875,Bayview,TRUE,R-5 Residential District,TRUE
91136090,R-5,0.03804414010222325,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
42054041,R-5,0.03792669688477578,NA,Unknown,TRUE,R-5 Residential District,TRUE
91136091,R-5,0.0377885437736272,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150029,R-5,0.03748215872007627,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150072,R-5,0.03730614820551559,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39093049,R-5,0.03683676895003715,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91136031,R-5,0.036491406775508654,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
42047018,R-5,0.03615313394783871,NA,Unknown,TRUE,R-5 Residential District,TRUE
39105001,R-5,0.03601385984356285,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91150036,R-5,0.035955564563505626,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150035,R-5,0.035610803739546885,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150020,R-5,0.035603643946808955,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150034,R-5,0.035532616126436004,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150031,R-5,0.03541956256866688,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150028,R-5,0.0350693460197658,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094097,R-5,0.03440535411806288,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91150037,R-5,0.0338179012837718,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132114,R-5,0.03337193239206819,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91096080,R-5,0.03333875484624618,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91132107,R-5,0.03322773895027233,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150047,R-5,0.032998613787328615,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132115,R-5,0.032874049941026634,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132113,R-5,0.03281558059435581,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093022,R-5,0.032791717987352934,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91096083,R-5,0.032570141973964406,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91132112,R-5,0.032302099715443,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132116,R-5,0.03205474796145128,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150027,R-5,0.03198228670193536,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132111,R-5,0.031789005174438875,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91096051,R-5,0.03162204792136864,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91136030,R-5,0.03139026038472911,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39105066,R-5,0.0312768643933668,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91132110,R-5,0.03127558827714847,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
42047017,R-5,0.03100593688443651,NA,Unknown,TRUE,R-5 Residential District,TRUE
91132109,R-5,0.030761581672499268,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94158086,R-5,0.030644386469506336,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91150038,R-5,0.030563125669607626,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91096050,R-5,0.030400625773364824,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
91132108,R-5,0.030240457944178994,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132117,R-5,0.029709688764775297,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094096,R-5,0.029392172697967543,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093122,R-5,0.028317089487367234,NA,Championship Course,TRUE,R-5 Residential District,TRUE
45110018,R-5,0.02831620392996033,NA,Bayview,TRUE,R-5 Residential District,TRUE
91150046,R-5,0.02800326887441059,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150026,R-5,0.027773562517485473,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94158087,R-5,0.027620394893356173,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91162001,R-5,0.027590194697437783,0.841,Hoakalei Country Club,TRUE,R-5 Residential District,TRUE
91093024,R-5,0.02731387591719409,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093002,R-5,0.02729787842219697,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91150021,R-5,0.027130331349462144,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093003,R-5,0.026818258797793846,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91167013,R-5,0.02677996806613951,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
39094095,R-5,0.026619370059742572,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91132118,R-5,0.026260840269727852,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150039,R-5,0.026245394774038987,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093021,R-5,0.026216717077934073,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093004,R-5,0.026191247869268255,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91136029,R-5,0.02606587574874425,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
42046010,R-5,0.02594003752811439,NA,Unknown,TRUE,R-5 Residential District,TRUE
42048027,R-5,0.0258711000068933,NA,Unknown,TRUE,R-5 Residential District,TRUE
91093005,R-5,0.025346461141567102,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093025,R-5,0.02505342301371271,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91171029,R-5,0.0250253460998686,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91132119,R-5,0.02448483367865264,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150025,R-5,0.023125350965481687,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093006,R-5,0.02309592401473422,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
39094082,R-5,0.02305016867078924,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094079,R-5,0.023032840854538803,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094083,R-5,0.023022738237873642,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094081,R-5,0.02285896909884918,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094080,R-5,0.022781061580296347,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094085,R-5,0.022778151138869787,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094088,R-5,0.02269340206468216,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094078,R-5,0.02262824266289023,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094089,R-5,0.02252356383411625,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91150024,R-5,0.022340058054917827,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39094086,R-5,0.022206789623470773,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094084,R-5,0.022043697646949037,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094087,R-5,0.021931952568107323,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94151002,R-5,0.021730585074144205,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91093020,R-5,0.021706683044334662,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91150023,R-5,0.021681683178041696,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91132120,R-5,0.021514922014796947,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093016,R-5,0.021309927473277868,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
42046009,R-5,0.021199957357924012,NA,Unknown,TRUE,R-5 Residential District,TRUE
91093015,R-5,0.021162265009258115,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093010,R-5,0.02104120411559627,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91150022,R-5,0.021022912622084527,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91150040,R-5,0.020990874955428975,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093013,R-5,0.02089663059808312,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093008,R-5,0.020834227596148877,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093009,R-5,0.020753561628172032,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093014,R-5,0.020725848833899174,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093012,R-5,0.020668402218580368,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093011,R-5,0.02066353840058949,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093017,R-5,0.02054301888729031,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91038150,R-5,0.020528225086723348,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
94151003,R-5,0.020458402857292838,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91093019,R-5,0.020453493492413558,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91093018,R-5,0.020453066285272093,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
39094091,R-5,0.01998330837845988,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91150045,R-5,0.019941638390372655,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39105007,R-5,0.019829620017802026,NA,Championship Course,TRUE,R-5 Residential District,TRUE
45110009,R-5,0.019780004062946825,NA,Bayview,TRUE,R-5 Residential District,TRUE
56002052,R-5,0.019680577933486487,8.567,Kahuku Golf Course,TRUE,R-5 Residential District,TRUE
94158034,R-5,0.019553108503673863,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91136020,R-5,0.019167588245588556,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
45110008,R-5,0.018871633105037946,NA,Bayview,TRUE,R-5 Residential District,TRUE
94151027,R-5,0.018582961164260923,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151026,R-5,0.018563440136263615,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91136019,R-5,0.01845435156669278,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91171006,R-5,0.018348811360777446,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151031,R-5,0.01818751259638481,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151028,R-5,0.018064810691860885,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42047011,R-5,0.018045570403129946,NA,Unknown,TRUE,R-5 Residential District,TRUE
94151025,R-5,0.017968934473813397,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
45110007,R-5,0.01796299598884532,NA,Bayview,TRUE,R-5 Residential District,TRUE
94151030,R-5,0.01782602248068979,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151029,R-5,0.017781792569290352,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171028,R-5,0.017765803673971188,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147123,R-5,0.017757877817879665,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91136018,R-5,0.017611115577622256,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91093007,R-5,0.017563712594479298,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91136028,R-5,0.01747228039660121,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136016,R-5,0.017400681270219532,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94151024,R-5,0.017267237211844796,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151023,R-5,0.017207829098295314,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91136017,R-5,0.01704393536151763,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94158031,R-5,0.01699125892987552,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158032,R-5,0.016924810037580184,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158053,R-5,0.016808277033263708,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151022,R-5,0.016784975857414553,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
39105006,R-5,0.01677663979475134,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94158072,R-5,0.01655398348456155,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158055,R-5,0.016532714945513872,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
39093047,R-5,0.01653259012427098,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94151021,R-5,0.016383910576774467,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158054,R-5,0.016382213872372577,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42047019,R-5,0.016245019971003888,NA,Unknown,TRUE,R-5 Residential District,TRUE
91171027,R-5,0.01618658285287354,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94158052,R-5,0.01609661450967678,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
39105005,R-5,0.016071670978985386,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94158018,R-5,0.016038606244561784,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158051,R-5,0.015964036106189437,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151020,R-5,0.01596194881144765,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
39105004,R-5,0.01595126486916397,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94147115,R-5,0.015846097339433866,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42048025,R-5,0.015614305740569556,NA,Unknown,TRUE,R-5 Residential District,TRUE
39105003,R-5,0.015568000355763632,NA,Championship Course,TRUE,R-5 Residential District,TRUE
94151019,R-5,0.015543197259322966,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
42054037,R-5,0.01544266234628293,NA,Unknown,TRUE,R-5 Residential District,TRUE
94158030,R-5,0.015378064748693267,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91150041,R-5,0.015210032570168475,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94151018,R-5,0.015120312222094924,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91150044,R-5,0.014939726837193763,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94158033,R-5,0.014909952958895413,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94158019,R-5,0.014896630120925063,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151017,R-5,0.014692620420555752,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91141053,R-5,0.014399524837702446,4.333,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94158017,R-5,0.014373139307543185,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151016,R-5,0.01426453625571803,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91136021,R-5,0.014254615165946937,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91038155,R-5,0.01386775519986927,NA,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
94151005,R-5,0.01385028000794817,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151015,R-5,0.013840573269294025,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91150043,R-5,0.013799581088087026,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
94147122,R-5,0.01369058770597432,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147116,R-5,0.01346288618510414,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94151014,R-5,0.01341771099285996,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171026,R-5,0.01335969187642793,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
42046011,R-5,0.013247057661870523,NA,Unknown,TRUE,R-5 Residential District,TRUE
91171025,R-5,0.013192723522804652,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91171024,R-5,0.013025764972924712,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151013,R-5,0.012994456440578579,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94159011,R-5,0.0129940135599254,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91150042,R-5,0.01298476759987617,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91171023,R-5,0.012859078177286806,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91171022,R-5,0.012692245628982482,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151012,R-5,0.012572754140294403,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147114,R-5,0.01254005897385515,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171021,R-5,0.01252583698901677,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94147117,R-5,0.012489127704723185,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91171020,R-5,0.012359390306844756,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
91136022,R-5,0.01230098447186104,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91136023,R-5,0.01221571654399289,NA,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
91171019,R-5,0.012192874087135503,NA,Coral Creek Golf Course,TRUE,R-5 Residential District,TRUE
94151011,R-5,0.012170650495488487,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
94147118,R-5,0.012162592359053051,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
