TMK,dominant_zone_class,golf_clipped_acres,recorded_area_acres,course_name,expected_taxable,dominant_zone_description,geometry_reproduced_this_run
57001043,P-2,48.404198035236874,50.825,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
45030051,P-2,41.62899022083978,45.32,Bayview,TRUE,P-2 General Preservation District,TRUE
91056003,P-2,35.97546626173378,36.906,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
91056015,P-2,34.55161695613708,37.512,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
45030037,P-2,33.230963648499724,39.558,Bayview,TRUE,P-2 General Preservation District,TRUE
39010006,P-2,32.04382028965634,54.862,Executive Course,TRUE,P-2 General Preservation District,TRUE
91061002,P-2,30.030297185221166,31.358,Coral Creek Golf Course,TRUE,P-2 General Preservation District,TRUE
39010005,P-2,26.36403669008205,30.955,Championship Course,TRUE,P-2 General Preservation District,TRUE
56003055,P-2,22.978212371295108,25.664,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
94007055,P-2,22.50021568835465,23.471,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
91134009,P-2,20.85648669355896,21.638,Hoakalei Country Club,TRUE,P-2 General Preservation District,TRUE
91056020,P-2,17.106169060280454,17.47,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
39010036,P-2,16.603576235794794,19.762,Championship Course,TRUE,P-2 General Preservation District,TRUE
94007036,P-2,15.349388875037743,18.006,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
91056023,P-2,15.108389913806919,15.67,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
39010025,P-2,14.015560167379897,16.062,Championship Course,TRUE,P-2 General Preservation District,TRUE
98011035,P-2,13.5381540981756,NA,Pearl Country Club,TRUE,P-2 General Preservation District,TRUE
94007048,P-2,12.108764537272677,12.186,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
94007057,P-2,11.697551165690019,12.316,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
56003058,P-2,9.194004330602418,12.053,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
84002057,P-2,8.279943900927375,40.257,Makaha Valley Country Club,TRUE,P-2 General Preservation District,TRUE
57001049,P-2,8.072464712389916,9.304,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
27036078,P-2,7.013475652356228,7.26,Ala Wai Golf Course,TRUE,P-2 General Preservation District,TRUE
57006030,P-2,6.96723258518014,9.103,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
91056025,P-2,6.3799310458389655,6.439,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
91181026,P-2,6.256310806204303,NA,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
56003060,P-2,5.004492898415474,99.91,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
91057024,P-2,4.946106698006681,5.069,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
39010051,P-2,4.2958114255030475,4.424,Championship Course,TRUE,P-2 General Preservation District,TRUE
45030020,P-2,4.087015624556298,4.513,Bayview,TRUE,P-2 General Preservation District,TRUE
45008038,P-2,3.9781704782739244,5.461,Bayview,TRUE,P-2 General Preservation District,TRUE
91015002,P-2,3.738463239499373,14.45,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
94007035,P-2,3.4685997998146036,0.331,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
95001076,P-2,2.9621224536588406,6.876,Mililani Golf Course,TRUE,P-2 General Preservation District,TRUE
39010050,P-2,2.5714556469622627,83.142,Executive Course,TRUE,P-2 General Preservation District,TRUE
91134010,P-2,2.2547793530855245,2.278,Hoakalei Country Club,TRUE,P-2 General Preservation District,TRUE
98011001,P-2,2.1829635504923512,119.387,Pearl Country Club,TRUE,P-2 General Preservation District,TRUE
84002056,P-2,1.5434986150533356,44.513,Makaha Valley Country Club,TRUE,P-2 General Preservation District,TRUE
91056005,P-2,1.4604035680447653,33.913,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
91021029,P-2,1.4153752354974156,1.608,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
56003054,P-2,1.269550830680719,37.031,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
57001054,P-2,1.2075308358521208,1.166,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
91057038,P-2,1.171358633927732,14.419,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
57001053,P-2,0.8915791448444548,3.471,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
91134028,P-2,0.839892676936011,10.819,Hoakalei Country Club,TRUE,P-2 General Preservation District,TRUE
45030003,P-2,0.8064277118149465,2.611,Bayview,TRUE,P-2 General Preservation District,TRUE
39010038,P-2,0.751155876488092,NA,Championship Course,TRUE,P-2 General Preservation District,TRUE
45030006,P-2,0.72237244357977215,0.788,Bayview,TRUE,P-2 General Preservation District,TRUE
91020019,P-2,0.6105506806600473,1.565,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
91021028,P-2,0.5921837182676393,0.579,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
45030041,P-2,0.5221669809342078,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
11039025,P-2,0.48125535035087086,NA,Moanalua Golf Club,TRUE,P-2 General Preservation District,TRUE
93002023,P-2,0.46700427056412835,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
91056017,P-2,0.4454466204759051,1.648,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
39109071,P-2,0.4338936780420752,NA,Championship Course,TRUE,P-2 General Preservation District,TRUE
91056030,P-2,0.42929728466474004,4.129,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
45059036,P-2,0.4280703523630679,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
91056024,P-2,0.34536650774623245,0.368,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
93002009,P-2,0.33981435140412575,57.874,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
45030052,P-2,0.32992122605323776,17.113,Bayview,TRUE,P-2 General Preservation District,TRUE
45030009,P-2,0.32880209247120556,0.35,Bayview,TRUE,P-2 General Preservation District,TRUE
45059035,P-2,0.3222900371631599,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
45059034,P-2,0.31928680781702595,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
91016126,P-2,0.31329847294628294,51.571,Kapolei Golf Course,TRUE,P-2 General Preservation District,TRUE
91171110,P-2,0.3062884150305843,NA,Coral Creek Golf Course,TRUE,P-2 General Preservation District,TRUE
84002073,P-2,0.30050144191107764,NA,Makaha Valley Country Club,TRUE,P-2 General Preservation District,TRUE
45059033,P-2,0.27958471336156293,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
39010041,P-2,0.26576954170643474,13.928,Championship Course,TRUE,P-2 General Preservation District,TRUE
39010045,P-2,0.2386510059254613,NA,Championship Course,TRUE,P-2 General Preservation District,TRUE
84002051,P-2,0.19402027958051676,19.431,Makaha Valley Country Club,TRUE,P-2 General Preservation District,TRUE
56003043,P-2,0.17454460316815576,2,Kulima Golf Course,TRUE,P-2 General Preservation District,TRUE
93002021,P-2,0.14681486377645211,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
91057045,P-2,0.14542983707563353,0.168,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
91181025,P-2,0.13162424851230178,NA,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
45030036,P-2,0.13023988836292963,15.895,Bayview,TRUE,P-2 General Preservation District,TRUE
93002031,P-2,0.11352028082323642,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
93002035,P-2,0.09964307925087013,1.842,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
45109028,P-2,0.09701374961508535,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
35023002,P-2,0.07981348520481815,6.681,Waiʻalae Country Club,TRUE,P-2 General Preservation District,TRUE
93002030,P-2,0.06154808476525695,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
91056026,P-2,0.0554988797758767,NA,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
94007060,P-2,0.04395744165962387,5.285,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
91181030,P-2,0.04094131341687531,0.008,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
45030047,P-2,0.03786642908610805,5.779,Bayview,TRUE,P-2 General Preservation District,TRUE
94008024,P-2,0.03769153423332465,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
91055068,P-2,0.03272168470058851,NA,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
93002033,P-2,0.019339279652442424,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
91056029,P-2,0.01899004186831201,8.244,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
43010083,P-2,0.018884257043811543,0.72,Unknown,TRUE,P-2 General Preservation District,TRUE
91071083,P-2,0.018826354848755666,1.3,Kapolei Golf Course,TRUE,P-2 General Preservation District,TRUE
84002053,P-2,0.015728700628091112,167.09,Makaha Valley Country Club,TRUE,P-2 General Preservation District,TRUE
91057019,P-2,0.014897232635394478,43.971,Ko Olina Golf Club,TRUE,P-2 General Preservation District,TRUE
93002024,P-2,0.014727294169269666,NA,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
94005053,P-2,0.007529643797656008,NA,Mililani Golf Course,TRUE,P-2 General Preservation District,TRUE
93002019,P-2,0.0067797863771126695,0,Ted Makalena Golf Course,TRUE,P-2 General Preservation District,TRUE
39105068,P-2,0.006706985560803883,NA,Championship Course,TRUE,P-2 General Preservation District,TRUE
94007046,P-2,0.005455991293468353,5.54,Waikele Golf Club,TRUE,P-2 General Preservation District,TRUE
45109027,P-2,0.004693310364342256,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
91055069,P-2,0.004553079538989614,NA,West Loch Golf Course,TRUE,P-2 General Preservation District,TRUE
27036009,P-2,0.0032622152262620613,NA,Ala Wai Golf Course,TRUE,P-2 General Preservation District,TRUE
43009002,P-2,0.0022744307815257066,10.441,Unknown,TRUE,P-2 General Preservation District,TRUE
39010001,P-2,0.001878414800400121,638.355,Executive Course,TRUE,P-2 General Preservation District,TRUE
91143063,P-2,0.0014448826299460367,NA,Hoakalei Country Club,TRUE,P-2 General Preservation District,TRUE
45030038,P-2,1.5840243184148722e-4,NA,Bayview,TRUE,P-2 General Preservation District,TRUE
95015021,P-2,7.90143676336157e-5,NA,Mililani Golf Course,TRUE,P-2 General Preservation District,TRUE
35042001,R-10,0.12012407386075004,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044031,R-10,0.11523067030082805,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044028,R-10,0.10681643367265027,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044027,R-10,0.10570269944282804,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042004,R-10,0.09515782820903101,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043010,R-10,0.0916306668483859,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042005,R-10,0.09051431893782869,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043014,R-10,0.08904883501612282,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044020,R-10,0.0879354968909009,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044022,R-10,0.08146393497583666,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044021,R-10,0.0813704501799532,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043006,R-10,0.08030992313434435,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043009,R-10,0.07794938932618506,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043013,R-10,0.07742733222051348,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042002,R-10,0.07710772003237305,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043012,R-10,0.076544889430647,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043005,R-10,0.06539679426338146,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043007,R-10,0.05991683525734613,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043004,R-10,0.05723551195390351,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042069,R-10,0.055712804625662055,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044018,R-10,0.05460578486607905,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043008,R-10,0.0532279183480769,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044023,R-10,0.044230301259790744,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043011,R-10,0.04380192208926957,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043015,R-10,0.039792638356754506,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043002,R-10,0.039777192367886724,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043003,R-10,0.0389854717349544,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35043001,R-10,0.03775863221397601,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042067,R-10,0.03664528049699161,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044016,R-10,0.03544772016731864,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042068,R-10,0.03491526058207294,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044026,R-10,0.03358224029654017,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35042070,R-10,0.02924659543478634,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044017,R-10,0.0190359503837796,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
35044029,R-10,0.009939792406314233,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
45104054,R-10,0.0025856848962470917,NA,Bayview,TRUE,R-10 Residential District,TRUE
35044019,R-10,0.0013665066257961093,NA,Waiʻalae Country Club,TRUE,R-10 Residential District,TRUE
45104053,R-10,2.4752020836499633e-5,NA,Bayview,TRUE,R-10 Residential District,TRUE
84002007,R-20,3.0750370413262615,66.898,Makaha Valley Country Club,TRUE,R-20 Residential District,TRUE
91017200,R-3.5,0.4316474164121706,53.478,Ewa Villages Golf Course,TRUE,R-3.5 Residential District,TRUE
91178009,R-3.5,0.15016243316760827,6.838,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91178018,R-3.5,0.0853055688960689,3.81,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91178006,R-3.5,0.05948985664959793,2.922,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081095,R-3.5,0.05416692981218154,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072077,R-3.5,0.045965297169350904,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072103,R-3.5,0.03976692681461827,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081005,R-3.5,0.03851322257951985,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072088,R-3.5,0.03474288566099531,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081096,R-3.5,0.03325852757169857,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071010,R-3.5,0.03280956965443138,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081023,R-3.5,0.03245490071432189,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072079,R-3.5,0.03222147038017579,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072078,R-3.5,0.03219412446289206,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072087,R-3.5,0.030994003608794733,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072085,R-3.5,0.030340729213618457,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072082,R-3.5,0.03014033049473373,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072086,R-3.5,0.029955193850404096,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072081,R-3.5,0.02928802634869652,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081021,R-3.5,0.02925635567320574,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072102,R-3.5,0.028139230110625923,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072104,R-3.5,0.027772761673166113,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081004,R-3.5,0.027702145905506372,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072083,R-3.5,0.027087200987482747,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072084,R-3.5,0.027049023248112786,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081094,R-3.5,0.026996109253588987,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081093,R-3.5,0.026636532255327302,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081092,R-3.5,0.026278605676292224,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081091,R-3.5,0.02590136755798043,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081090,R-3.5,0.025553728956780812,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081089,R-3.5,0.025192558287777538,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081097,R-3.5,0.024890253442173414,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081088,R-3.5,0.02483246795815047,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081028,R-3.5,0.024700578328848338,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081082,R-3.5,0.02457061353153229,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081087,R-3.5,0.02448933599369798,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081086,R-3.5,0.02411451975669913,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081085,R-3.5,0.023751651275424942,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081084,R-3.5,0.023376713630801755,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081027,R-3.5,0.023340857314523202,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081080,R-3.5,0.023169132174507404,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081083,R-3.5,0.02302874169266305,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081026,R-3.5,0.02293685999200234,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072106,R-3.5,0.022661526423986427,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072105,R-3.5,0.022636908338911136,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081025,R-3.5,0.022529309970100348,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081001,R-3.5,0.02252596201568515,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081002,R-3.5,0.022200474544502285,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081024,R-3.5,0.022122083662280075,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081003,R-3.5,0.021707865702133726,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91081006,R-3.5,0.019471907243105137,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072076,R-3.5,0.018613807118484493,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071052,R-3.5,0.015066349644268614,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099028,R-3.5,0.01285695186594789,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099029,R-3.5,0.011541035837257543,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099030,R-3.5,0.009443126148986555,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099033,R-3.5,0.008858813640095184,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072071,R-3.5,0.008528467166758643,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099034,R-3.5,0.00847795861064503,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072070,R-3.5,0.00814871411303994,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071050,R-3.5,0.008082073619698791,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099031,R-3.5,0.00804641440975122,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072075,R-3.5,0.008027397607360489,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072072,R-3.5,0.007986846646153805,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91072074,R-3.5,0.00797860838112347,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071051,R-3.5,0.0077427685446163986,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099035,R-3.5,0.007660175357774229,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099036,R-3.5,0.0064751157773166035,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099045,R-3.5,0.006317589177844794,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099044,R-3.5,0.006024723982039342,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099046,R-3.5,0.005051402312275549,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071047,R-3.5,0.004184310985930978,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071046,R-3.5,0.003240458884431308,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91172015,R-3.5,0.0023131657622436296,NA,Ewa Villages Golf Course,TRUE,R-3.5 Residential District,TRUE
91099075,R-3.5,0.00223785158303916,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071045,R-3.5,0.0010787907713840348,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099076,R-3.5,8.258989987256168e-4,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071044,R-3.5,7.352074697442663e-4,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071033,R-3.5,4.531567868948284e-4,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91099077,R-3.5,3.2083280849756827e-4,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91071035,R-3.5,5.187796323463841e-5,NA,Kapolei Golf Course,TRUE,R-3.5 Residential District,TRUE
91172016,R-3.5,9.690831469285847e-6,NA,Ewa Villages Golf Course,TRUE,R-3.5 Residential District,TRUE
95001058,R-5,1.6468598713673546,7.193,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
39010054,R-5,0.79803191097756,NA,Championship Course,TRUE,R-5 Residential District,TRUE
45030030,R-5,0.7663132596840295,NA,Bayview,TRUE,R-5 Residential District,TRUE
94007012,R-5,0.7635066263748316,18.418,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
91001031,R-5,0.6114690572260055,940.1346,Ewa Beach Golf Club,TRUE,R-5 Residential District,TRUE
91021016,R-5,0.5654735095076979,0.565,West Loch Golf Course,TRUE,R-5 Residential District,TRUE
11040064,R-5,0.5594522316829741,NA,Moanalua Golf Club,TRUE,R-5 Residential District,TRUE
91021017,R-5,0.47198669813110583,0.671,West Loch Golf Course,TRUE,R-5 Residential District,TRUE
94007047,R-5,0.37345364655404284,NA,Waikele Golf Club,TRUE,R-5 Residential District,TRUE
39082062,R-5,0.31923778849578216,7.214,Championship Course,TRUE,R-5 Residential District,TRUE
91016179,R-5,0.30514330875005485,156.982,Kapolei Golf Course,TRUE,R-5 Residential District,TRUE
91181031,R-5,0.2649877757219932,3.389,West Loch Golf Course,TRUE,R-5 Residential District,TRUE
39093048,R-5,0.23645255987199953,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91141054,R-5,0.23579688646446767,42218,Hawaii Prince Golf Club,TRUE,R-5 Residential District,TRUE
39082064,R-5,0.22264425530815074,1.039,Championship Course,TRUE,R-5 Residential District,TRUE
39093063,R-5,0.21448430293168866,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093062,R-5,0.21194501782247124,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093068,R-5,0.19265082633679076,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093051,R-5,0.19156356682127462,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91181037,R-5,0.1896606759155347,19.345,West Loch Golf Course,TRUE,R-5 Residential District,TRUE
39093112,R-5,0.1869124260603497,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093106,R-5,0.1853932951842795,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093105,R-5,0.18326863099069218,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093056,R-5,0.18283873212626733,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093111,R-5,0.1828017475662087,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093069,R-5,0.17606126526649965,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093019,R-5,0.17371140796312692,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093057,R-5,0.17368589627006845,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093036,R-5,0.1725778025664408,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093030,R-5,0.17064310176410072,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093037,R-5,0.17046585450685794,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093117,R-5,0.16914897269622267,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093025,R-5,0.16802201656832377,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093018,R-5,0.16728013573651773,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093042,R-5,0.16720100402683588,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093031,R-5,0.16559420851050932,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39093024,R-5,0.16310673351940075,NA,Championship Course,TRUE,R-5 Residential District,TRUE
95027045,R-5,0.16013575591725795,NA,Mililani Golf Course,TRUE,R-5 Residential District,TRUE
39093043,R-5,0.14882052870152915,NA,Championship Course,TRUE,R-5 Residential District,TRUE
42054016,R-5,0.14245056763221128,NA,Unknown,TRUE,R-5 Residential District,TRUE
39093102,R-5,0.13404561512872076,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39094046,R-5,0.1244474412958878,NA,Championship Course,TRUE,R-5 Residential District,TRUE
39010052,R-5,0.1235942695756388,NA,Championship Course,TRUE,R-5 Residential District,TRUE
91096127,R-5,0.12355826081678968,NA,Ewa Villages Golf Course,TRUE,R-5 Residential District,TRUE
42054013,R-5,0.11625701018281959,NA,Unknown,TRUE,R-5 Residential District,TRUE
39093097,R-5,0.1137926286216362,NA,Championship Course,TRUE,R-5 Residential District,TRUE
