CBSA Code,CBSA Name,County FIPS,County Name,LL Amount,Loan Limit Ranges,Measure Names,State Name,CBSA Code (Clean),cfCBSAcode,cfCBSAname,Latitude (generated),Longitude (generated)
27220,"Jackson, WY-ID",039,Teton County,"$1,249,125","Exactly $1,249,125",No Measure Value,Wyoming,27220,CBSA Code: ,CBSA Name: ,43.9385,-110.5501
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",037,Jefferson County,"$1,249,125","Exactly $1,249,125",No Measure Value,West Virginia,47900,CBSA Code: ,CBSA Name: ,39.3165,-77.8596
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",187,Warren County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.8968,-78.1977
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",179,Stafford County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.4174,-77.4766
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",177,Spotsylvania County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.1861,-77.6566
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",157,Rappahannock County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.6922,-78.1291
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",153,Prince William County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.7221,-77.4444
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",685,Manassas Park City,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.7713,-77.4363
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",683,Manassas City,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.7449,-77.4824
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",107,Loudoun County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,39.0858,-77.6642
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",630,Fredericksburg City,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.2983,-77.4857
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",061,Fauquier County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.7121,-77.8162
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",610,Falls Church City,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.8821,-77.1728
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",059,Fairfax County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.8316,-77.3234
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",600,Fairfax City,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.852,-77.3021
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",047,Culpeper County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.5056,-78.0018
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",043,Clarke County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,39.1225,-77.9705
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",013,Arlington County,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.8811,-77.1079
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",510,Alexandria City,"$1,249,125","Exactly $1,249,125",No Measure Value,Virginia,47900,CBSA Code: ,CBSA Name: ,38.8152,-77.0903
34880,"Nantucket, MA",019,Nantucket County,"$1,249,125","Exactly $1,249,125",No Measure Value,Massachusetts,34880,CBSA Code: ,CBSA Name: ,41.3157,-70.0042
47240,"Vineyard Haven, MA",007,Dukes County,"$1,249,125","Exactly $1,249,125",No Measure Value,Massachusetts,47240,CBSA Code: ,CBSA Name: ,41.3918,-70.6209
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",033,Prince George'S County,"$1,249,125","Exactly $1,249,125",No Measure Value,Maryland,47900,CBSA Code: ,CBSA Name: ,38.8356,-76.8411
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",031,Montgomery County,"$1,249,125","Exactly $1,249,125",No Measure Value,Maryland,47900,CBSA Code: ,CBSA Name: ,39.1442,-77.2388
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",021,Frederick County,"$1,249,125","Exactly $1,249,125",No Measure Value,Maryland,47900,CBSA Code: ,CBSA Name: ,39.4703,-77.3679
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",017,Charles County,"$1,249,125","Exactly $1,249,125",No Measure Value,Maryland,47900,CBSA Code: ,CBSA Name: ,38.4864,-77.1515
27220,"Jackson, WY-ID",081,Teton County,"$1,249,125","Exactly $1,249,125",No Measure Value,Idaho,27220,CBSA Code: ,CBSA Name: ,43.7265,-111.2233
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",001,District Of Columbia,"$1,249,125","Exactly $1,249,125",No Measure Value,Dist. of Columbia,47900,CBSA Code: ,CBSA Name: ,38.894,-76.9882
20780,"Edwards, CO",037,Eagle County,"$1,249,125","Exactly $1,249,125",No Measure Value,Colorado,20780,CBSA Code: ,CBSA Name: ,39.6378,-106.6461
42100,"Santa Cruz-Watsonville, CA",087,Santa Cruz County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,42100,CBSA Code: ,CBSA Name: ,37.0686,-122.0334
41940,"San Jose-Sunnyvale-Santa Clara, CA",085,Santa Clara County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41940,CBSA Code: ,CBSA Name: ,37.1901,-121.7207
41860,"San Francisco-Oakland-Fremont, CA",081,San Mateo County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41860,CBSA Code: ,CBSA Name: ,37.4084,-122.3109
41860,"San Francisco-Oakland-Fremont, CA",075,San Francisco County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41860,CBSA Code: ,CBSA Name: ,37.7591,-122.4461
41940,"San Jose-Sunnyvale-Santa Clara, CA",069,San Benito County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41940,CBSA Code: ,CBSA Name: ,36.5945,-121.0306
31080,"Los Angeles-Long Beach-Anaheim, CA",059,Orange County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,31080,CBSA Code: ,CBSA Name: ,33.6664,-117.7196
41860,"San Francisco-Oakland-Fremont, CA",041,Marin County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41860,CBSA Code: ,CBSA Name: ,38.0685,-122.7009
31080,"Los Angeles-Long Beach-Anaheim, CA",037,Los Angeles County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,31080,CBSA Code: ,CBSA Name: ,34.2663,-118.1424
41860,"San Francisco-Oakland-Fremont, CA",013,Contra Costa County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41860,CBSA Code: ,CBSA Name: ,37.8886,-121.9129
41860,"San Francisco-Oakland-Fremont, CA",001,Alameda County,"$1,249,125","Exactly $1,249,125",No Measure Value,California,41860,CBSA Code: ,CBSA Name: ,37.6798,-121.8648
99999,,113,Madison County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,Virginia,,,,38.429,-78.2789
25770,"Hemlock Farms, PA",103,Pike County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,Pennsylvania,25770,CBSA Code: ,CBSA Name: ,41.3416,-75.0513
35620,"New York-Newark-Jersey City, NY-NJ",119,Westchester County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,41.1249,-73.7718
35620,"New York-Newark-Jersey City, NY-NJ",103,Suffolk County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.9086,-72.9176
35620,"New York-Newark-Jersey City, NY-NJ",087,Rockland County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,41.1589,-74.0653
35620,"New York-Newark-Jersey City, NY-NJ",085,Richmond County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.5726,-74.1446
35620,"New York-Newark-Jersey City, NY-NJ",081,Queens County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.7043,-73.8196
35620,"New York-Newark-Jersey City, NY-NJ",079,Putnam County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,41.4237,-73.7555
35620,"New York-Newark-Jersey City, NY-NJ",061,New York County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.7882,-73.9605
35620,"New York-Newark-Jersey City, NY-NJ",059,Nassau County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.7554,-73.573
35620,"New York-Newark-Jersey City, NY-NJ",047,Kings County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.6553,-73.9391
35620,"New York-Newark-Jersey City, NY-NJ",005,Bronx County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New York,35620,CBSA Code: ,CBSA Name: ,40.856,-73.8664
35620,"New York-Newark-Jersey City, NY-NJ",039,Union County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.6656,-74.2739
35620,"New York-Newark-Jersey City, NY-NJ",037,Sussex County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,41.1285,-74.6997
35620,"New York-Newark-Jersey City, NY-NJ",035,Somerset County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.5669,-74.6246
35620,"New York-Newark-Jersey City, NY-NJ",031,Passaic County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,41.0117,-74.308
35620,"New York-Newark-Jersey City, NY-NJ",029,Ocean County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,39.8409,-74.2864
35620,"New York-Newark-Jersey City, NY-NJ",027,Morris County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.8677,-74.5721
35620,"New York-Newark-Jersey City, NY-NJ",025,Monmouth County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.2791,-74.1884
35620,"New York-Newark-Jersey City, NY-NJ",023,Middlesex County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.4306,-74.4006
35620,"New York-Newark-Jersey City, NY-NJ",019,Hunterdon County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.5639,-74.9125
35620,"New York-Newark-Jersey City, NY-NJ",017,Hudson County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.7337,-74.0641
35620,"New York-Newark-Jersey City, NY-NJ",013,Essex County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.7945,-74.2539
35620,"New York-Newark-Jersey City, NY-NJ",003,Bergen County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,New Jersey,35620,CBSA Code: ,CBSA Name: ,40.9485,-74.0323
30500,"Lexington Park, MD",009,Calvert County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,Maryland,30500,CBSA Code: ,CBSA Name: ,38.5432,-76.5914
40090,"Rifle, CO",097,Pitkin County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,Colorado,40090,CBSA Code: ,CBSA Name: ,39.1721,-106.9304
40090,"Rifle, CO",045,Garfield County,"$1,209,750","$1,000,000-$1,249,125",No Measure Value,Colorado,40090,CBSA Code: ,CBSA Name: ,39.7184,-107.5261
25720,"Heber, UT",051,Wasatch County,"$1,150,000","$1,000,000-$1,249,125",No Measure Value,Utah,25720,CBSA Code: ,CBSA Name: ,40.2966,-111.135
25720,"Heber, UT",043,Summit County,"$1,150,000","$1,000,000-$1,249,125",No Measure Value,Utah,25720,CBSA Code: ,CBSA Name: ,40.9014,-110.7554
41740,"San Diego-Chula Vista-Carlsbad, CA",073,San Diego County,"$1,104,000","$1,000,000-$1,249,125",No Measure Value,California,41740,CBSA Code: ,CBSA Name: ,33.0185,-116.6934
14720,"Breckenridge, CO",117,Summit County,"$1,092,500","$1,000,000-$1,249,125",No Measure Value,Colorado,14720,CBSA Code: ,CBSA Name: ,39.6418,-106.0037
14720,"Breckenridge, CO",065,Lake County,"$1,092,500","$1,000,000-$1,249,125",No Measure Value,Colorado,14720,CBSA Code: ,CBSA Name: ,39.2184,-106.3357
44460,"Steamboat Springs, CO",107,Routt County,"$1,089,050","$1,000,000-$1,249,125",No Measure Value,Colorado,44460,CBSA Code: ,CBSA Name: ,40.4633,-107.0432
44460,"Steamboat Springs, CO",081,Moffat County,"$1,089,050","$1,000,000-$1,249,125",No Measure Value,Colorado,44460,CBSA Code: ,CBSA Name: ,40.6098,-108.1812
42660,"Seattle-Tacoma-Bellevue, WA",061,Snohomish County,"$1,063,750","$1,000,000-$1,249,125",No Measure Value,Washington,42660,CBSA Code: ,CBSA Name: ,48.0379,-121.682
42660,"Seattle-Tacoma-Bellevue, WA",053,Pierce County,"$1,063,750","$1,000,000-$1,249,125",No Measure Value,Washington,42660,CBSA Code: ,CBSA Name: ,47.0256,-122.0375
42660,"Seattle-Tacoma-Bellevue, WA",033,King County,"$1,063,750","$1,000,000-$1,249,125",No Measure Value,Washington,42660,CBSA Code: ,CBSA Name: ,47.4335,-121.8726
37100,"Oxnard-Thousand Oaks-Ventura, CA",111,Ventura County,"$1,035,000","$1,000,000-$1,249,125",No Measure Value,California,37100,CBSA Code: ,CBSA Name: ,34.4736,-119.084
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",189,Wilson County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.153,-86.3215
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",187,Williamson County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,35.8732,-86.9151
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",169,Trousdale County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.3909,-86.1402
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",165,Sumner County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.4488,-86.4726
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",159,Smith County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.2544,-85.9737
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",149,Rutherford County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,35.8599,-86.3934
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",147,Robertson County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.5003,-86.8818
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",119,Maury County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,35.6297,-87.0804
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",111,Macon County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.5267,-86.0142
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",081,Hickman County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,35.8058,-87.4715
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",043,Dickson County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.1462,-87.3611
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",037,Davidson County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.1844,-86.7808
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",021,Cheatham County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,36.2485,-87.0841
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",015,Cannon County,"$1,029,250","$1,000,000-$1,249,125",No Measure Value,Tennessee,34980,CBSA Code: ,CBSA Name: ,35.8086,-86.0519
34900,"Napa, CA",055,Napa County,"$1,017,750","$1,000,000-$1,249,125",No Measure Value,California,34900,CBSA Code: ,CBSA Name: ,38.5106,-122.3262
42020,"San Luis Obispo-Paso Robles, CA",079,San Luis Obispo County,"$1,000,500","$1,000,000-$1,249,125",No Measure Value,California,42020,CBSA Code: ,CBSA Name: ,35.3474,-120.336
99999,,055,Wayne County,"$997,050","$832,750-$1,000,000",No Measure Value,Utah,,,,38.33,-110.9058
99999,,113,San Miguel County,"$994,750","$832,750-$1,000,000",No Measure Value,Colorado,,,,37.9642,-108.4124
41500,"Salinas, CA",053,Monterey County,"$994,750","$832,750-$1,000,000",No Measure Value,California,41500,CBSA Code: ,CBSA Name: ,36.3564,-121.494
28580,"Key West-Key Largo, FL",087,Monroe County,"$990,150","$832,750-$1,000,000",No Measure Value,Florida,28580,CBSA Code: ,CBSA Name: ,25.4621,-81.0211
14860,"Bridgeport-Stamford-Danbury, CT",190,Western Connecticut Planning Region,"$977,500","$832,750-$1,000,000",No Measure Value,Connecticut,14860,CBSA Code: ,CBSA Name: ,41.3267,-73.4445
14860,"Bridgeport-Stamford-Danbury, CT",120,Greater Bridgeport Planning Region,"$977,500","$832,750-$1,000,000",No Measure Value,Connecticut,14860,CBSA Code: ,CBSA Name: ,41.2469,-73.2338
14460,"Boston-Cambridge-Newton, MA-NH",017,Strafford County,"$962,550","$832,750-$1,000,000",No Measure Value,New Hampshire,14460,CBSA Code: ,CBSA Name: ,43.3285,-71.0587
14460,"Boston-Cambridge-Newton, MA-NH",015,Rockingham County,"$962,550","$832,750-$1,000,000",No Measure Value,New Hampshire,14460,CBSA Code: ,CBSA Name: ,43.0068,-71.068
14460,"Boston-Cambridge-Newton, MA-NH",025,Suffolk County,"$962,550","$832,750-$1,000,000",No Measure Value,Massachusetts,14460,CBSA Code: ,CBSA Name: ,42.301,-71.0926
14460,"Boston-Cambridge-Newton, MA-NH",023,Plymouth County,"$962,550","$832,750-$1,000,000",No Measure Value,Massachusetts,14460,CBSA Code: ,CBSA Name: ,41.9678,-70.8615
14460,"Boston-Cambridge-Newton, MA-NH",021,Norfolk County,"$962,550","$832,750-$1,000,000",No Measure Value,Massachusetts,14460,CBSA Code: ,CBSA Name: ,42.1571,-71.1978
14460,"Boston-Cambridge-Newton, MA-NH",017,Middlesex County,"$962,550","$832,750-$1,000,000",No Measure Value,Massachusetts,14460,CBSA Code: ,CBSA Name: ,42.4472,-71.2884
14460,"Boston-Cambridge-Newton, MA-NH",009,Essex County,"$962,550","$832,750-$1,000,000",No Measure Value,Massachusetts,14460,CBSA Code: ,CBSA Name: ,42.6513,-71.0076
42200,"Santa Maria-Santa Barbara, CA",083,Santa Barbara County,"$941,850","$832,750-$1,000,000",No Measure Value,California,42200,CBSA Code: ,CBSA Name: ,34.7446,-120.0357
42220,"Santa Rosa-Petaluma, CA",097,Sonoma County,"$897,000","$832,750-$1,000,000",No Measure Value,California,42220,CBSA Code: ,CBSA Name: ,38.4826,-122.8587
99999,,049,Grand County,"$883,200","$832,750-$1,000,000",No Measure Value,Colorado,,,,40.0863,-106.1362
14500,"Boulder, CO",013,Boulder County,"$879,750","$832,750-$1,000,000",No Measure Value,Colorado,14500,CBSA Code: ,CBSA Name: ,40.088,-105.3448
19740,"Denver-Aurora-Centennial, CO",093,Park County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.1322,-105.7895
19740,"Denver-Aurora-Centennial, CO",059,Jefferson County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.5234,-105.2388
19740,"Denver-Aurora-Centennial, CO",047,Gilpin County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.8421,-105.5153
19740,"Denver-Aurora-Centennial, CO",039,Elbert County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.2151,-104.189
19740,"Denver-Aurora-Centennial, CO",035,Douglas County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.3483,-104.9202
19740,"Denver-Aurora-Centennial, CO",031,Denver County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.7644,-104.9549
19740,"Denver-Aurora-Centennial, CO",019,Clear Creek County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.709,-105.66
19740,"Denver-Aurora-Centennial, CO",014,Broomfield County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.9663,-105.0363
19740,"Denver-Aurora-Centennial, CO",005,Arapahoe County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.6519,-104.2834
19740,"Denver-Aurora-Centennial, CO",001,Adams County,"$862,500","$832,750-$1,000,000",No Measure Value,Colorado,19740,CBSA Code: ,CBSA Name: ,39.8701,-104.1631
47930,"Waterbury-Shelton, CT",140,Naugatuck Valley Planning Region,"$851,000","$832,750-$1,000,000",No Measure Value,Connecticut,47930,CBSA Code: ,CBSA Name: ,41.5234,-73.0856
99999,,019,Grand County,"$839,500","$832,750-$1,000,000",No Measure Value,Utah,,,,39.0017,-109.5967
99999,,045,Weston County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,43.8403,-104.5684
99999,,043,Washakie County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,43.8356,-107.6602
21740,"Evanston, WY-UT",041,Uinta County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,21740,CBSA Code: ,CBSA Name: ,41.3156,-110.5477
40540,"Rock Springs, WY",037,Sweetwater County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,40540,CBSA Code: ,CBSA Name: ,41.6405,-108.9887
99999,,035,Sublette County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,42.8671,-109.9565
43260,"Sheridan, WY",033,Sheridan County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,43260,CBSA Code: ,CBSA Name: ,44.7798,-106.9037
99999,,031,Platte County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,42.1314,-104.9676
17650,"Cody, WY",029,Park County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,17650,CBSA Code: ,CBSA Name: ,44.4063,-109.4153
99999,,027,Niobrara County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,43.0474,-104.4755
16220,"Casper, WY",025,Natrona County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,16220,CBSA Code: ,CBSA Name: ,42.9727,-106.7878
99999,,023,Lincoln County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,42.4553,-110.8185
16940,"Cheyenne, WY",021,Laramie County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,16940,CBSA Code: ,CBSA Name: ,41.3266,-104.6666
99999,,019,Johnson County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,44.0303,-106.5693
99999,,017,Hot Springs County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,43.7705,-108.602
99999,,015,Goshen County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,42.0853,-104.3534
40180,"Riverton, WY",013,Fremont County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,40180,CBSA Code: ,CBSA Name: ,43.1414,-108.5719
99999,,011,Crook County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,44.5882,-104.5708
99999,,009,Converse County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,42.8966,-105.4856
99999,,007,Carbon County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,41.7236,-106.7915
23940,"Gillette, WY",005,Campbell County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,23940,CBSA Code: ,CBSA Name: ,44.2546,-105.5503
99999,,003,Big Horn County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,,,,44.5851,-107.9869
29660,"Laramie, WY",001,Albany County,"$832,750","Exactly $832,750",No Measure Value,Wyoming,29660,CBSA Code: ,CBSA Name: ,41.723,-105.6758
49220,"Wisconsin Rapids-Marshfield, WI",141,Wood County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,49220,CBSA Code: ,CBSA Name: ,44.4689,-90.0212
36780,"Oshkosh-Neenah, WI",139,Winnebago County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,36780,CBSA Code: ,CBSA Name: ,44.0677,-88.6452
99999,,137,Waushara County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,,,,44.1173,-89.2418
99999,,135,Waupaca County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,,,,44.4525,-88.9801
33340,"Milwaukee-Waukesha, WI",133,Waukesha County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,33340,CBSA Code: ,CBSA Name: ,43.0181,-88.3044
33340,"Milwaukee-Waukesha, WI",131,Washington County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,33340,CBSA Code: ,CBSA Name: ,43.3686,-88.2293
99999,,129,Washburn County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,,,,45.9017,-91.7871
48580,"Whitewater-Elkhorn, WI",127,Walworth County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,48580,CBSA Code: ,CBSA Name: ,42.6678,-88.5413
99999,,125,Vilas County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,,,,46.0789,-89.4371
29100,"La Crosse-Onalaska, WI-MN",123,Vernon County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,29100,CBSA Code: ,CBSA Name: ,43.5769,-90.7714
99999,,121,Trempealeau County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,,,,44.2856,-91.3478
99999,,119,Taylor County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,,,,45.2065,-90.4856
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",109,St. Croix County,"$832,750","Exactly $832,750",No Measure Value,Wisconsin,33460,CBSA Code: ,CBSA Name: ,45.0351,-92.4543
