year,state_abbr,county_clean,measure_type,value_numeric
2022,SC,Spartanburg County,Total Ag Land (Incl Buildings),9453
2022,SC,Union County,Total Ag Land (Incl Buildings),3814
2022,SC,Allendale County,Total Ag Land (Incl Buildings),2964
2022,SC,Bamberg County,Total Ag Land (Incl Buildings),3550
2022,SC,Barnwell County,Total Ag Land (Incl Buildings),3749
2022,SC,Beaufort County,Total Ag Land (Incl Buildings),4461
2022,SC,Berkeley County,Total Ag Land (Incl Buildings),3279
2022,SC,Charleston County,Total Ag Land (Incl Buildings),11145
2022,SC,Colleton County,Total Ag Land (Incl Buildings),3789
2022,SC,Dorchester County,Total Ag Land (Incl Buildings),3959
2022,SC,Hampton County,Total Ag Land (Incl Buildings),3227
2022,SC,Jasper County,Total Ag Land (Incl Buildings),4579
2022,SC,Abbeville County,Total Ag Land (Incl Buildings),4079
2022,SC,Aiken County,Total Ag Land (Incl Buildings),5606
2022,SC,Edgefield County,Total Ag Land (Incl Buildings),4696
2022,SC,Greenwood County,Total Ag Land (Incl Buildings),3514
2022,SC,Mccormick County,Total Ag Land (Incl Buildings),3216
2022,SC,Newberry County,Total Ag Land (Incl Buildings),3891
2022,SC,Saluda County,Total Ag Land (Incl Buildings),4440
2022,SD,Aurora County,Total Ag Land (Incl Buildings),3731
2022,SD,Beadle County,Total Ag Land (Incl Buildings),3820
2022,SD,Brule County,Total Ag Land (Incl Buildings),3337
2022,SD,Buffalo County,Total Ag Land (Incl Buildings),1941
2022,SD,Hand County,Total Ag Land (Incl Buildings),2875
2022,SD,Hughes County,Total Ag Land (Incl Buildings),2614
2022,SD,Hyde County,Total Ag Land (Incl Buildings),2117
2022,SD,Jerauld County,Total Ag Land (Incl Buildings),2678
2022,SD,Sully County,Total Ag Land (Incl Buildings),2501
2022,SD,Brookings County,Total Ag Land (Incl Buildings),6212
2022,SD,Davison County,Total Ag Land (Incl Buildings),4642
2022,SD,Hanson County,Total Ag Land (Incl Buildings),5155
2022,SD,Kingsbury County,Total Ag Land (Incl Buildings),5005
2022,SD,Lake County,Total Ag Land (Incl Buildings),6473
2022,SD,Mccook County,Total Ag Land (Incl Buildings),6395
2022,SD,Miner County,Total Ag Land (Incl Buildings),4428
2022,SD,Minnehaha County,Total Ag Land (Incl Buildings),8346
2022,SD,Moody County,Total Ag Land (Incl Buildings),8691
2022,SD,Sanborn County,Total Ag Land (Incl Buildings),3808
2022,SD,Brown County,Total Ag Land (Incl Buildings),4295
2022,SD,Campbell County,Total Ag Land (Incl Buildings),2316
2022,SD,Edmunds County,Total Ag Land (Incl Buildings),3025
2022,SD,Faulk County,Total Ag Land (Incl Buildings),3320
2022,SD,Mcpherson County,Total Ag Land (Incl Buildings),2389
2022,SD,Potter County,Total Ag Land (Incl Buildings),2861
2022,SD,Spink County,Total Ag Land (Incl Buildings),4245
2022,SD,Walworth County,Total Ag Land (Incl Buildings),2513
2022,SD,Clark County,Total Ag Land (Incl Buildings),4741
2022,SD,Codington County,Total Ag Land (Incl Buildings),4311
2022,SD,Day County,Total Ag Land (Incl Buildings),3549
2022,SD,Deuel County,Total Ag Land (Incl Buildings),5470
2022,SD,Grant County,Total Ag Land (Incl Buildings),4207
2022,SD,Hamlin County,Total Ag Land (Incl Buildings),5101
2022,SD,Marshall County,Total Ag Land (Incl Buildings),3787
2022,SD,Roberts County,Total Ag Land (Incl Buildings),4089
2022,SD,Butte County,Total Ag Land (Incl Buildings),1359
2022,SD,Corson County,Total Ag Land (Incl Buildings),1338
2022,SD,Dewey County,Total Ag Land (Incl Buildings),1109
2022,SD,Harding County,Total Ag Land (Incl Buildings),1006
2022,SD,Perkins County,Total Ag Land (Incl Buildings),1179
2022,SD,Ziebach County,Total Ag Land (Incl Buildings),1145
2022,SD,Gregory County,Total Ag Land (Incl Buildings),2050
2022,SD,Jones County,Total Ag Land (Incl Buildings),1596
2022,SD,Lyman County,Total Ag Land (Incl Buildings),1967
2022,SD,Mellette County,Total Ag Land (Incl Buildings),1213
2022,SD,Todd County,Total Ag Land (Incl Buildings),1168
2022,SD,Tripp County,Total Ag Land (Incl Buildings),2124
2022,SD,Bon Homme County,Total Ag Land (Incl Buildings),5007
2022,SD,Charles Mix County,Total Ag Land (Incl Buildings),3849
2022,SD,Clay County,Total Ag Land (Incl Buildings),7445
2022,SD,Douglas County,Total Ag Land (Incl Buildings),4554
2022,SD,Hutchinson County,Total Ag Land (Incl Buildings),5615
2022,SD,Lincoln County,Total Ag Land (Incl Buildings),8445
2022,SD,Turner County,Total Ag Land (Incl Buildings),7125
2022,SD,Union County,Total Ag Land (Incl Buildings),7151
2022,SD,Yankton County,Total Ag Land (Incl Buildings),5549
2022,SD,Bennett County,Total Ag Land (Incl Buildings),1347
2022,SD,Custer County,Total Ag Land (Incl Buildings),1832
2022,SD,Fall River County,Total Ag Land (Incl Buildings),1082
2022,SD,Oglala Lakota County,Total Ag Land (Incl Buildings),871
2022,SD,Haakon County,Total Ag Land (Incl Buildings),1313
2022,SD,Jackson County,Total Ag Land (Incl Buildings),1148
2022,SD,Lawrence County,Total Ag Land (Incl Buildings),2742
2022,SD,Meade County,Total Ag Land (Incl Buildings),1388
2022,SD,Pennington County,Total Ag Land (Incl Buildings),1513
2022,SD,Stanley County,Total Ag Land (Incl Buildings),1135
2022,TN,Bedford County,Total Ag Land (Incl Buildings),6187
2022,TN,Cannon County,Total Ag Land (Incl Buildings),6095
2022,TN,Clay County,Total Ag Land (Incl Buildings),3793
2022,TN,Davidson County,Total Ag Land (Incl Buildings),12414
2022,TN,De Kalb County,Total Ag Land (Incl Buildings),4806
2022,TN,Giles County,Total Ag Land (Incl Buildings),5260
2022,TN,Jackson County,Total Ag Land (Incl Buildings),4084
2022,TN,Lincoln County,Total Ag Land (Incl Buildings),5222
2022,TN,Macon County,Total Ag Land (Incl Buildings),5897
2022,TN,Marshall County,Total Ag Land (Incl Buildings),5660
2022,TN,Maury County,Total Ag Land (Incl Buildings),5916
2022,TN,Moore County,Total Ag Land (Incl Buildings),4198
2022,TN,Rutherford County,Total Ag Land (Incl Buildings),10250
2022,TN,Smith County,Total Ag Land (Incl Buildings),5358
2022,TN,Sumner County,Total Ag Land (Incl Buildings),6936
2022,TN,Trousdale County,Total Ag Land (Incl Buildings),5827
2022,TN,Williamson County,Total Ag Land (Incl Buildings),7148
2022,TN,Wilson County,Total Ag Land (Incl Buildings),6533
2022,TN,Bledsoe County,Total Ag Land (Incl Buildings),4089
2022,TN,Coffee County,Total Ag Land (Incl Buildings),5382
2022,TN,Cumberland County,Total Ag Land (Incl Buildings),5023
2022,TN,Fentress County,Total Ag Land (Incl Buildings),4211
2022,TN,Franklin County,Total Ag Land (Incl Buildings),5951
2022,TN,Grundy County,Total Ag Land (Incl Buildings),4988
2022,TN,Marion County,Total Ag Land (Incl Buildings),5249
2022,TN,Morgan County,Total Ag Land (Incl Buildings),4274
2022,TN,Overton County,Total Ag Land (Incl Buildings),4036
2022,TN,Pickett County,Total Ag Land (Incl Buildings),4393
2022,TN,Putnam County,Total Ag Land (Incl Buildings),5779
2022,TN,Scott County,Total Ag Land (Incl Buildings),3689
2022,TN,Sequatchie County,Total Ag Land (Incl Buildings),4508
2022,TN,Van Buren County,Total Ag Land (Incl Buildings),4510
2022,TN,Warren County,Total Ag Land (Incl Buildings),6580
2022,TN,White County,Total Ag Land (Incl Buildings),6261
2022,TN,Dyer County,Total Ag Land (Incl Buildings),4619
2022,TN,Lake County,Total Ag Land (Incl Buildings),4535
2022,TN,Lauderdale County,Total Ag Land (Incl Buildings),3838
2022,TN,Obion County,Total Ag Land (Incl Buildings),4192
2022,TN,Shelby County,Total Ag Land (Incl Buildings),5264
2022,TN,Tipton County,Total Ag Land (Incl Buildings),4367
2022,TN,Anderson County,Total Ag Land (Incl Buildings),7843
2022,TN,Blount County,Total Ag Land (Incl Buildings),8030
2022,TN,Bradley County,Total Ag Land (Incl Buildings),8324
2022,TN,Campbell County,Total Ag Land (Incl Buildings),5131
2022,TN,Carter County,Total Ag Land (Incl Buildings),6540
2022,TN,Claiborne County,Total Ag Land (Incl Buildings),4395
2022,TN,Cocke County,Total Ag Land (Incl Buildings),6181
2022,TN,Grainger County,Total Ag Land (Incl Buildings),5809
2022,TN,Greene County,Total Ag Land (Incl Buildings),6423
2022,TN,Hamblen County,Total Ag Land (Incl Buildings),6809
2022,TN,Hamilton County,Total Ag Land (Incl Buildings),8551
2022,TN,Hancock County,Total Ag Land (Incl Buildings),3190
2022,TN,Hawkins County,Total Ag Land (Incl Buildings),5015
2022,TN,Jefferson County,Total Ag Land (Incl Buildings),6648
2022,TN,Johnson County,Total Ag Land (Incl Buildings),6031
2022,TN,Knox County,Total Ag Land (Incl Buildings),12302
2022,TN,Loudon County,Total Ag Land (Incl Buildings),7931
2022,TN,Mcminn County,Total Ag Land (Incl Buildings),5610
2022,TN,Meigs County,Total Ag Land (Incl Buildings),5327
2022,TN,Monroe County,Total Ag Land (Incl Buildings),5749
2022,TN,Polk County,Total Ag Land (Incl Buildings),6300
2022,TN,Rhea County,Total Ag Land (Incl Buildings),5301
2022,TN,Roane County,Total Ag Land (Incl Buildings),6039
2022,TN,Sevier County,Total Ag Land (Incl Buildings),7730
2022,TN,Sullivan County,Total Ag Land (Incl Buildings),8316
2022,TN,Unicoi County,Total Ag Land (Incl Buildings),10994
2022,TN,Union County,Total Ag Land (Incl Buildings),4605
2022,TN,Washington County,Total Ag Land (Incl Buildings),9728
2022,TN,Benton County,Total Ag Land (Incl Buildings),3196
2022,TN,Carroll County,Total Ag Land (Incl Buildings),3459
2022,TN,Chester County,Total Ag Land (Incl Buildings),2781
2022,TN,Crockett County,Total Ag Land (Incl Buildings),4729
2022,TN,Decatur County,Total Ag Land (Incl Buildings),2946
2022,TN,Fayette County,Total Ag Land (Incl Buildings),4273
2022,TN,Gibson County,Total Ag Land (Incl Buildings),4365
2022,TN,Hardeman County,Total Ag Land (Incl Buildings),2804
2022,TN,Hardin County,Total Ag Land (Incl Buildings),3021
2022,TN,Haywood County,Total Ag Land (Incl Buildings),3625
2022,TN,Henderson County,Total Ag Land (Incl Buildings),2956
2022,TN,Henry County,Total Ag Land (Incl Buildings),4384
2022,TN,Madison County,Total Ag Land (Incl Buildings),3099
2022,TN,Mcnairy County,Total Ag Land (Incl Buildings),2954
2022,TN,Weakley County,Total Ag Land (Incl Buildings),4680
2022,TN,Cheatham County,Total Ag Land (Incl Buildings),6673
2022,TN,Dickson County,Total Ag Land (Incl Buildings),5919
2022,TN,Hickman County,Total Ag Land (Incl Buildings),4098
2022,TN,Houston County,Total Ag Land (Incl Buildings),3906
2022,TN,Humphreys County,Total Ag Land (Incl Buildings),3358
2022,TN,Lawrence County,Total Ag Land (Incl Buildings),4579
2022,TN,Lewis County,Total Ag Land (Incl Buildings),3635
2022,TN,Montgomery County,Total Ag Land (Incl Buildings),5228
2022,TN,Perry County,Total Ag Land (Incl Buildings),3130
2022,TN,Robertson County,Total Ag Land (Incl Buildings),7424
2022,TN,Stewart County,Total Ag Land (Incl Buildings),4031
2022,TN,Wayne County,Total Ag Land (Incl Buildings),3142
2022,TX,Bell County,Total Ag Land (Incl Buildings),4587
2022,TX,Bosque County,Total Ag Land (Incl Buildings),3405
2022,TX,Collin County,Total Ag Land (Incl Buildings),13066
2022,TX,Cooke County,Total Ag Land (Incl Buildings),4391
2022,TX,Coryell County,Total Ag Land (Incl Buildings),3621
2022,TX,Dallas County,Total Ag Land (Incl Buildings),8455
2022,TX,Delta County,Total Ag Land (Incl Buildings),4144
2022,TX,Denton County,Total Ag Land (Incl Buildings),12287
2022,TX,Ellis County,Total Ag Land (Incl Buildings),5374
2022,TX,Falls County,Total Ag Land (Incl Buildings),3689
2022,TX,Fannin County,Total Ag Land (Incl Buildings),3952
2022,TX,Grayson County,Total Ag Land (Incl Buildings),7774
2022,TX,Hamilton County,Total Ag Land (Incl Buildings),3215
2022,TX,Hill County,Total Ag Land (Incl Buildings),3494
2022,TX,Hunt County,Total Ag Land (Incl Buildings),5202
2022,TX,Johnson County,Total Ag Land (Incl Buildings),5765
2022,TX,Kaufman County,Total Ag Land (Incl Buildings),5522
2022,TX,Lamar County,Total Ag Land (Incl Buildings),3557
2022,TX,Limestone County,Total Ag Land (Incl Buildings),2658
2022,TX,Mclennan County,Total Ag Land (Incl Buildings),5592
2022,TX,Milam County,Total Ag Land (Incl Buildings),4490
2022,TX,Navarro County,Total Ag Land (Incl Buildings),3770
2022,TX,Rockwall County,Total Ag Land (Incl Buildings),7370
2022,TX,Tarrant County,Total Ag Land (Incl Buildings),6750
2022,TX,Williamson County,Total Ag Land (Incl Buildings),4814
2022,TX,Aransas County,Total Ag Land (Incl Buildings),1831
2022,TX,Kleberg County,Total Ag Land (Incl Buildings),1396
2022,TX,Nueces County,Total Ag Land (Incl Buildings),2963
2022,TX,Refugio County,Total Ag Land (Incl Buildings),2528
2022,TX,San Patricio County,Total Ag Land (Incl Buildings),3388
2022,TX,Archer County,Total Ag Land (Incl Buildings),2017
2022,TX,Brown County,Total Ag Land (Incl Buildings),3221
2022,TX,Callahan County,Total Ag Land (Incl Buildings),2550
2022,TX,Clay County,Total Ag Land (Incl Buildings),2259
2022,TX,Comanche County,Total Ag Land (Incl Buildings),3754
2022,TX,Eastland County,Total Ag Land (Incl Buildings),3026
2022,TX,Erath County,Total Ag Land (Incl Buildings),4099
2022,TX,Hood County,Total Ag Land (Incl Buildings),5910
2022,TX,Jack County,Total Ag Land (Incl Buildings),3320
2022,TX,Mills County,Total Ag Land (Incl Buildings),3731
2022,TX,Montague County,Total Ag Land (Incl Buildings),3879
2022,TX,Palo Pinto County,Total Ag Land (Incl Buildings),2869
2022,TX,Parker County,Total Ag Land (Incl Buildings),6899
2022,TX,Shackelford County,Total Ag Land (Incl Buildings),1885
2022,TX,Somervell County,Total Ag Land (Incl Buildings),4819
2022,TX,Stephens County,Total Ag Land (Incl Buildings),2831
2022,TX,Throckmorton County,Total Ag Land (Incl Buildings),2232
2022,TX,Wise County,Total Ag Land (Incl Buildings),6259
2022,TX,Young County,Total Ag Land (Incl Buildings),2496
2022,TX,Anderson County,Total Ag Land (Incl Buildings),3818
2022,TX,Bowie County,Total Ag Land (Incl Buildings),3614
2022,TX,Camp County,Total Ag Land (Incl Buildings),4749
2022,TX,Cass County,Total Ag Land (Incl Buildings),3571
2022,TX,Cherokee County,Total Ag Land (Incl Buildings),4007
2022,TX,Franklin County,Total Ag Land (Incl Buildings),4816
2022,TX,Gregg County,Total Ag Land (Incl Buildings),6992
2022,TX,Harrison County,Total Ag Land (Incl Buildings),4360
2022,TX,Henderson County,Total Ag Land (Incl Buildings),4699
2022,TX,Hopkins County,Total Ag Land (Incl Buildings),4732
2022,TX,Houston County,Total Ag Land (Incl Buildings),3488
2022,TX,Marion County,Total Ag Land (Incl Buildings),2245
2022,TX,Morris County,Total Ag Land (Incl Buildings),4002
2022,TX,Nacogdoches County,Total Ag Land (Incl Buildings),4382
2022,TX,Panola County,Total Ag Land (Incl Buildings),3130
2022,TX,Rains County,Total Ag Land (Incl Buildings),5667
2022,TX,Red River County,Total Ag Land (Incl Buildings),3398
2022,TX,Rusk County,Total Ag Land (Incl Buildings),3819
2022,TX,Shelby County,Total Ag Land (Incl Buildings),3584
2022,TX,Smith County,Total Ag Land (Incl Buildings),7161
2022,TX,Titus County,Total Ag Land (Incl Buildings),3394
2022,TX,Upshur County,Total Ag Land (Incl Buildings),5042
2022,TX,Van Zandt County,Total Ag Land (Incl Buildings),4736
2022,TX,Wood County,Total Ag Land (Incl Buildings),5395
2022,TX,Angelina County,Total Ag Land (Incl Buildings),4498
2022,TX,Brazos County,Total Ag Land (Incl Buildings),6022
2022,TX,Freestone County,Total Ag Land (Incl Buildings),4299
2022,TX,Grimes County,Total Ag Land (Incl Buildings),3448
2022,TX,Hardin County,Total Ag Land (Incl Buildings),5546
2022,TX,Jasper County,Total Ag Land (Incl Buildings),4922
2022,TX,Leon County,Total Ag Land (Incl Buildings),3776
2022,TX,Madison County,Total Ag Land (Incl Buildings),4028
2022,TX,Montgomery County,Total Ag Land (Incl Buildings),13070
2022,TX,Newton County,Total Ag Land (Incl Buildings),4395
2022,TX,Polk County,Total Ag Land (Incl Buildings),4083
2022,TX,Robertson County,Total Ag Land (Incl Buildings),3500
2022,TX,Sabine County,Total Ag Land (Incl Buildings),4564
2022,TX,San Augustine County,Total Ag Land (Incl Buildings),4336
2022,TX,San Jacinto County,Total Ag Land (Incl Buildings),4840
2022,TX,Trinity County,Total Ag Land (Incl Buildings),3266
2022,TX,Tyler County,Total Ag Land (Incl Buildings),4622
2022,TX,Walker County,Total Ag Land (Incl Buildings),5046
2022,TX,Waller County,Total Ag Land (Incl Buildings),5777
2022,TX,Bandera County,Total Ag Land (Incl Buildings),4341
2022,TX,Blanco County,Total Ag Land (Incl Buildings),3342
2022,TX,Burnet County,Total Ag Land (Incl Buildings),3738
2022,TX,Coke County,Total Ag Land (Incl Buildings),1542
2022,TX,Concho County,Total Ag Land (Incl Buildings),2193
2022,TX,Crockett County,Total Ag Land (Incl Buildings),1050
2022,TX,Edwards County,Total Ag Land (Incl Buildings),1467
2022,TX,Gillespie County,Total Ag Land (Incl Buildings),3993
2022,TX,Irion County,Total Ag Land (Incl Buildings),1345
2022,TX,Kendall County,Total Ag Land (Incl Buildings),4256
2022,TX,Kerr County,Total Ag Land (Incl Buildings),3597
2022,TX,Kimble County,Total Ag Land (Incl Buildings),2623
2022,TX,Kinney County,Total Ag Land (Incl Buildings),1573
2022,TX,Lampasas County,Total Ag Land (Incl Buildings),3101
2022,TX,Llano County,Total Ag Land (Incl Buildings),3097
2022,TX,Mason County,Total Ag Land (Incl Buildings),2655
2022,TX,Mcculloch County,Total Ag Land (Incl Buildings),2129
2022,TX,Menard County,Total Ag Land (Incl Buildings),1968
2022,TX,Reagan County,Total Ag Land (Incl Buildings),1249
2022,TX,Real County,Total Ag Land (Incl Buildings),1994
2022,TX,San Saba County,Total Ag Land (Incl Buildings),3033
2022,TX,Schleicher County,Total Ag Land (Incl Buildings),1569
2022,TX,Sterling County,Total Ag Land (Incl Buildings),1186
2022,TX,Sutton County,Total Ag Land (Incl Buildings),1268
2022,TX,Tom Green County,Total Ag Land (Incl Buildings),2271
2022,TX,Upton County,Total Ag Land (Incl Buildings),1323
2022,TX,Uvalde County,Total Ag Land (Incl Buildings),2157
2022,TX,Val Verde County,Total Ag Land (Incl Buildings),1000
2022,TX,Cameron County,Total Ag Land (Incl Buildings),4268
2022,TX,Hidalgo County,Total Ag Land (Incl Buildings),4088
2022,TX,Starr County,Total Ag Land (Incl Buildings),2289
2022,TX,Willacy County,Total Ag Land (Incl Buildings),2789
2022,TX,Armstrong County,Total Ag Land (Incl Buildings),1307
2022,TX,Briscoe County,Total Ag Land (Incl Buildings),1146
2022,TX,Carson County,Total Ag Land (Incl Buildings),1561
2022,TX,Castro County,Total Ag Land (Incl Buildings),2130
2022,TX,Dallam County,Total Ag Land (Incl Buildings),1909
2022,TX,Deaf Smith County,Total Ag Land (Incl Buildings),1838
2022,TX,Floyd County,Total Ag Land (Incl Buildings),1186
2022,TX,Gray County,Total Ag Land (Incl Buildings),1579
2022,TX,Hale County,Total Ag Land (Incl Buildings),1573
2022,TX,Hansford County,Total Ag Land (Incl Buildings),2037
2022,TX,Hartley County,Total Ag Land (Incl Buildings),1824
2022,TX,Hemphill County,Total Ag Land (Incl Buildings),1181
2022,TX,Hutchinson County,Total Ag Land (Incl Buildings),1274
2022,TX,Lipscomb County,Total Ag Land (Incl Buildings),1349
2022,TX,Moore County,Total Ag Land (Incl Buildings),1836
2022,TX,Ochiltree County,Total Ag Land (Incl Buildings),1893
2022,TX,Oldham County,Total Ag Land (Incl Buildings),1053
2022,TX,Parmer County,Total Ag Land (Incl Buildings),1651
2022,TX,Potter County,Total Ag Land (Incl Buildings),1217
2022,TX,Randall County,Total Ag Land (Incl Buildings),1838
2022,TX,Roberts County,Total Ag Land (Incl Buildings),950
2022,TX,Sherman County,Total Ag Land (Incl Buildings),1785
2022,TX,Swisher County,Total Ag Land (Incl Buildings),1428
2022,TX,Borden County,Total Ag Land (Incl Buildings),1141
2022,TX,Childress County,Total Ag Land (Incl Buildings),1687
2022,TX,Collingsworth County,Total Ag Land (Incl Buildings),1213
2022,TX,Cottle County,Total Ag Land (Incl Buildings),1059
2022,TX,Dickens County,Total Ag Land (Incl Buildings),1791
2022,TX,Donley County,Total Ag Land (Incl Buildings),1351
2022,TX,Foard County,Total Ag Land (Incl Buildings),1694
2022,TX,Garza County,Total Ag Land (Incl Buildings),1244
2022,TX,Hall County,Total Ag Land (Incl Buildings),1274
2022,TX,Hardeman County,Total Ag Land (Incl Buildings),1525
2022,TX,Kent County,Total Ag Land (Incl Buildings),1758
2022,TX,King County,Total Ag Land (Incl Buildings),1130
2022,TX,Motley County,Total Ag Land (Incl Buildings),1118
2022,TX,Wheeler County,Total Ag Land (Incl Buildings),1373
2022,TX,Wichita County,Total Ag Land (Incl Buildings),2084
2022,TX,Wilbarger County,Total Ag Land (Incl Buildings),2155
2022,TX,Austin County,Total Ag Land (Incl Buildings),6189
2022,TX,Bastrop County,Total Ag Land (Incl Buildings),6225
2022,TX,Bee County,Total Ag Land (Incl Buildings),2674
2022,TX,Bexar County,Total Ag Land (Incl Buildings),7540
2022,TX,Burleson County,Total Ag Land (Incl Buildings),4731
2022,TX,Caldwell County,Total Ag Land (Incl Buildings),4814
2022,TX,Colorado County,Total Ag Land (Incl Buildings),4396
2022,TX,Comal County,Total Ag Land (Incl Buildings),5507
2022,TX,De Witt County,Total Ag Land (Incl Buildings),3823
2022,TX,Fayette County,Total Ag Land (Incl Buildings),5481
2022,TX,Goliad County,Total Ag Land (Incl Buildings),3741
2022,TX,Gonzales County,Total Ag Land (Incl Buildings),4484
2022,TX,Guadalupe County,Total Ag Land (Incl Buildings),5941
2022,TX,Hays County,Total Ag Land (Incl Buildings),11177
2022,TX,Karnes County,Total Ag Land (Incl Buildings),2951
2022,TX,Lavaca County,Total Ag Land (Incl Buildings),4783
2022,TX,Lee County,Total Ag Land (Incl Buildings),5061
2022,TX,Medina County,Total Ag Land (Incl Buildings),3805
2022,TX,Travis County,Total Ag Land (Incl Buildings),7127
2022,TX,Washington County,Total Ag Land (Incl Buildings),4646
2022,TX,Wilson County,Total Ag Land (Incl Buildings),4471
2022,TX,Atascosa County,Total Ag Land (Incl Buildings),2767
2022,TX,Brooks County,Total Ag Land (Incl Buildings),1945
2022,TX,Dimmit County,Total Ag Land (Incl Buildings),1777
2022,TX,Duval County,Total Ag Land (Incl Buildings),1532
2022,TX,Frio County,Total Ag Land (Incl Buildings),2702
2022,TX,Jim Hogg County,Total Ag Land (Incl Buildings),2044
2022,TX,Jim Wells County,Total Ag Land (Incl Buildings),2446
2022,TX,Kenedy County,Total Ag Land (Incl Buildings),1827
2022,TX,La Salle County,Total Ag Land (Incl Buildings),2050
2022,TX,Live Oak County,Total Ag Land (Incl Buildings),2775
2022,TX,Maverick County,Total Ag Land (Incl Buildings),1705
2022,TX,Mcmullen County,Total Ag Land (Incl Buildings),1940
2022,TX,Webb County,Total Ag Land (Incl Buildings),1750
2022,TX,Zapata County,Total Ag Land (Incl Buildings),1569
2022,TX,Zavala County,Total Ag Land (Incl Buildings),2156
2022,TX,Andrews County,Total Ag Land (Incl Buildings),1595
2022,TX,Bailey County,Total Ag Land (Incl Buildings),1912
2022,TX,Cochran County,Total Ag Land (Incl Buildings),1417
2022,TX,Crosby County,Total Ag Land (Incl Buildings),1357
2022,TX,Dawson County,Total Ag Land (Incl Buildings),1359
2022,TX,Gaines County,Total Ag Land (Incl Buildings),1436
2022,TX,Glasscock County,Total Ag Land (Incl Buildings),1420
2022,TX,Hockley County,Total Ag Land (Incl Buildings),1594
2022,TX,Howard County,Total Ag Land (Incl Buildings),1426
2022,TX,Lamb County,Total Ag Land (Incl Buildings),1505
2022,TX,Lubbock County,Total Ag Land (Incl Buildings),2673
2022,TX,Lynn County,Total Ag Land (Incl Buildings),1306
2022,TX,Martin County,Total Ag Land (Incl Buildings),2051
2022,TX,Midland County,Total Ag Land (Incl Buildings),1618
2022,TX,Terry County,Total Ag Land (Incl Buildings),1566
2022,TX,Yoakum County,Total Ag Land (Incl Buildings),1606
2022,TX,Baylor County,Total Ag Land (Incl Buildings),2007
2022,TX,Coleman County,Total Ag Land (Incl Buildings),2174
2022,TX,Fisher County,Total Ag Land (Incl Buildings),1380
2022,TX,Haskell County,Total Ag Land (Incl Buildings),1928
2022,TX,Jones County,Total Ag Land (Incl Buildings),1957
2022,TX,Knox County,Total Ag Land (Incl Buildings),1983
2022,TX,Mitchell County,Total Ag Land (Incl Buildings),1428
2022,TX,Nolan County,Total Ag Land (Incl Buildings),1581
2022,TX,Runnels County,Total Ag Land (Incl Buildings),1978
2022,TX,Scurry County,Total Ag Land (Incl Buildings),1279
2022,TX,Stonewall County,Total Ag Land (Incl Buildings),1450
2022,TX,Taylor County,Total Ag Land (Incl Buildings),3181
2022,TX,Brewster County,Total Ag Land (Incl Buildings),1376
2022,TX,Crane County,Total Ag Land (Incl Buildings),1444
2022,TX,Culberson County,Total Ag Land (Incl Buildings),1192
2022,TX,Ector County,Total Ag Land (Incl Buildings),1824
2022,TX,El Paso County,Total Ag Land (Incl Buildings),2912
2022,TX,Hudspeth County,Total Ag Land (Incl Buildings),1068
2022,TX,Jeff Davis County,Total Ag Land (Incl Buildings),1101
2022,TX,Loving County,Total Ag Land (Incl Buildings),1671
2022,TX,Pecos County,Total Ag Land (Incl Buildings),1178
2022,TX,Presidio County,Total Ag Land (Incl Buildings),1070
2022,TX,Reeves County,Total Ag Land (Incl Buildings),1309
2022,TX,Terrell County,Total Ag Land (Incl Buildings),1263
2022,TX,Ward County,Total Ag Land (Incl Buildings),1747
2022,TX,Winkler County,Total Ag Land (Incl Buildings),1520
2022,TX,Brazoria County,Total Ag Land (Incl Buildings),5440
2022,TX,Calhoun County,Total Ag Land (Incl Buildings),3345
2022,TX,Chambers County,Total Ag Land (Incl Buildings),3315
2022,TX,Fort Bend County,Total Ag Land (Incl Buildings),4398
2022,TX,Galveston County,Total Ag Land (Incl Buildings),15245
2022,TX,Harris County,Total Ag Land (Incl Buildings),9000
2022,TX,Jackson County,Total Ag Land (Incl Buildings),4107
2022,TX,Jefferson County,Total Ag Land (Incl Buildings),2443
2022,TX,Liberty County,Total Ag Land (Incl Buildings),4253
2022,TX,Matagorda County,Total Ag Land (Incl Buildings),3351
2022,TX,Orange County,Total Ag Land (Incl Buildings),3994
2022,TX,Victoria County,Total Ag Land (Incl Buildings),3797
2022,TX,Wharton County,Total Ag Land (Incl Buildings),4064
2022,UT,Juab County,Total Ag Land (Incl Buildings),2646
2022,UT,Millard County,Total Ag Land (Incl Buildings),3334
2022,UT,Sanpete County,Total Ag Land (Incl Buildings),5012
2022,UT,Sevier County,Total Ag Land (Incl Buildings),5351
2022,UT,Utah County,Total Ag Land (Incl Buildings),15104
2022,UT,Carbon County,Total Ag Land (Incl Buildings),2617
2022,UT,Daggett County,Total Ag Land (Incl Buildings),3609
2022,UT,Duchesne County,Total Ag Land (Incl Buildings),1649
2022,UT,Emery County,Total Ag Land (Incl Buildings),6319
2022,UT,Grand County,Total Ag Land (Incl Buildings),1110
2022,UT,San Juan County,Total Ag Land (Incl Buildings),748
2022,UT,Summit County,Total Ag Land (Incl Buildings),4336
2022,UT,Uintah County,Total Ag Land (Incl Buildings),901
2022,UT,Wasatch County,Total Ag Land (Incl Buildings),8960
2022,UT,Box Elder County,Total Ag Land (Incl Buildings),2495
2022,UT,Cache County,Total Ag Land (Incl Buildings),7620
2022,UT,Davis County,Total Ag Land (Incl Buildings),14480
