cbsa_code,county,state,loan_limit,longitude,latitude
99999,Cedar County,IA,832750,-91.1322,41.7722
99999,Cass County,IA,832750,-94.9277,41.335
16140,Carroll County,IA,832750,-94.8606,42.0384
99999,Calhoun County,IA,832750,-94.6272,42.3806
99999,Butler County,IA,832750,-92.7904,42.7342
44740,Buena Vista County,IA,832750,-95.1507,42.7359
99999,Buchanan County,IA,832750,-91.845,42.4728
47940,Bremer County,IA,832750,-92.3182,42.7701
11180,Boone County,IA,832750,-93.9317,42.037
47940,Black Hawk County,IA,832750,-92.318,42.4762
16300,Benton County,IA,832750,-92.067,42.0802
99999,Audubon County,IA,832750,-94.9186,41.6815
99999,Appanoose County,IA,832750,-92.868,40.743
99999,Allamakee County,IA,832750,-91.3442,43.2887
99999,Adams County,IA,832750,-94.6995,41.0282
99999,Adair County,IA,832750,-94.4707,41.3297
23060,Whitley County,IN,832750,-85.5122,41.1483
33900,White County,IN,832750,-86.9234,40.7372
23060,Wells County,IN,832750,-85.2027,40.7426
39980,Wayne County,IN,832750,-85.0169,39.8599
31140,Washington County,IN,832750,-86.097,38.6055
21780,Warrick County,IN,832750,-87.2847,38.062
29200,Warren County,IN,832750,-87.3887,40.3028
47340,Wabash County,IN,832750,-85.7919,40.8493
45460,Vigo County,IN,832750,-87.3855,39.435
45460,Vermillion County,IN,832750,-87.4557,39.8784
21780,Vanderburgh County,IN,832750,-87.5741,37.9993
99999,Union County,IN,832750,-84.925,39.6256
26900,Tipton County,IN,832750,-86.0521,40.3095
29200,Tippecanoe County,IN,832750,-86.8937,40.3925
99999,Switzerland County,IN,832750,-85.0112,38.8084
45460,Sullivan County,IN,832750,-87.4202,39.0809
11420,Steuben County,IN,832750,-85.0003,41.6431
99999,Starke County,IN,832750,-86.6191,41.298
43780,St. Joseph County,IN,832750,-86.2736,41.5981
99999,Spencer County,IN,832750,-87.0107,37.9945
26900,Shelby County,IN,832750,-85.7912,39.5242
99999,Scott County,IN,832750,-85.7482,38.6962
99999,Rush County,IN,832750,-85.4664,39.6214
99999,Ripley County,IN,832750,-85.2718,39.112
99999,Randolph County,IN,832750,-85.0115,40.1599
24600,Putnam County,IN,832750,-86.8498,39.6666
99999,Pulaski County,IN,832750,-86.6992,41.041
21780,Posey County,IN,832750,-87.8613,38.0025
16980,Porter County,IN,832750,-87.0746,41.4674
99999,Pike County,IN,832750,-87.2403,38.3898
99999,Perry County,IN,832750,-86.6108,38.0538
99999,Parke County,IN,832750,-87.1924,39.7787
14020,Owen County,IN,832750,-86.8697,39.3203
99999,Orange County,IN,832750,-86.4952,38.5438
17140,Ohio County,IN,832750,-84.9412,38.9655
28340,Noble County,IN,832750,-85.4233,41.402
16980,Newton County,IN,832750,-87.4012,40.9788
26900,Morgan County,IN,832750,-86.4692,39.4884
18820,Montgomery County,IN,832750,-86.894,40.0431
14020,Monroe County,IN,832750,-86.5267,39.1741
37940,Miami County,IN,832750,-86.0549,40.7805
99999,Martin County,IN,832750,-86.8034,38.7056
38500,Marshall County,IN,832750,-86.2622,41.3315
26900,Marion County,IN,832750,-86.1394,39.7798
26900,Madison County,IN,832750,-85.7193,40.1589
13260,Lawrence County,IN,832750,-86.48,38.8406
33140,Laporte County,IN,832750,-86.7274,41.506
16980,Lake County,IN,832750,-87.3727,41.438
99999,Lagrange County,IN,832750,-85.426,41.6374
47700,Kosciusko County,IN,832750,-85.8534,41.2387
47180,Knox County,IN,832750,-87.4295,38.662
26900,Johnson County,IN,832750,-86.1012,39.4828
99999,Jennings County,IN,832750,-85.621,39.0071
31500,Jefferson County,IN,832750,-85.4432,38.7525
99999,Jay County,IN,832750,-85.0053,40.4373
16980,Jasper County,IN,832750,-87.1034,41.0105
42980,Jackson County,IN,832750,-86.0369,38.8901
26540,Huntington County,IN,832750,-85.4885,40.8297
29020,Howard County,IN,832750,-86.1192,40.4698
35220,Henry County,IN,832750,-85.3884,39.9332
26900,Hendricks County,IN,832750,-86.5068,39.7622
31140,Harrison County,IN,832750,-86.1341,38.1907
26900,Hancock County,IN,832750,-85.775,39.8222
26900,Hamilton County,IN,832750,-86.0524,40.0846
99999,Greene County,IN,832750,-86.9615,39.0348
31980,Grant County,IN,832750,-85.655,40.5179
99999,Gibson County,IN,832750,-87.5678,38.3499
99999,Fulton County,IN,832750,-86.2066,41.041
17140,Franklin County,IN,832750,-85.0571,39.3971
99999,Fountain County,IN,832750,-87.2644,40.1604
31140,Floyd County,IN,832750,-85.8932,38.2987
18220,Fayette County,IN,832750,-85.1677,39.6562
21140,Elkhart County,IN,832750,-85.8585,41.5984
27540,Dubois County,IN,832750,-86.8769,38.3651
34620,Delaware County,IN,832750,-85.3965,40.2284
12140,Dekalb County,IN,832750,-84.9986,41.4015
24700,Decatur County,IN,832750,-85.4915,39.2866
17140,Dearborn County,IN,832750,-84.9602,39.1215
47780,Daviess County,IN,832750,-87.0972,38.6977
99999,Crawford County,IN,832750,-86.4229,38.2644
23140,Clinton County,IN,832750,-86.4691,40.3086
45460,Clay County,IN,832750,-87.091,39.3825
31140,Clark County,IN,832750,-85.8012,38.4373
30900,Cass County,IN,832750,-86.3737,40.7369
29200,Carroll County,IN,832750,-86.5729,40.5879
26900,Brown County,IN,832750,-86.2264,39.1969
26900,Boone County,IN,832750,-86.4686,40.0509
99999,Blackford County,IN,832750,-85.3261,40.4729
29200,Benton County,IN,832750,-87.3111,40.6037
18020,Bartholomew County,IN,832750,-85.8843,39.1949
23060,Allen County,IN,832750,-85.0703,41.0968
19540,Adams County,IN,832750,-84.9366,40.7462
37900,Woodford County,IL,832750,-89.2427,40.7626
40420,Winnebago County,IL,832750,-89.1691,42.3251
32060,Williamson County,IL,832750,-88.9297,37.7281
16980,Will County,IL,832750,-87.8889,41.4662
44580,Whiteside County,IL,832750,-89.9385,41.7565
99999,White County,IL,832750,-88.1691,38.0724
99999,Wayne County,IL,832750,-88.4237,38.4333
99999,Washington County,IL,832750,-89.4248,38.3664
99999,Warren County,IL,832750,-90.6152,40.8489
99999,Wabash County,IL,832750,-87.8596,38.4039
19180,Vermilion County,IL,832750,-87.7363,40.1783
99999,Union County,IL,832750,-89.2571,37.4654
37900,Tazewell County,IL,832750,-89.5459,40.5355
23300,Stephenson County,IL,832750,-89.6607,42.3498
37900,Stark County,IL,832750,-89.8116,41.0982
41180,St. Clair County,IL,832750,-89.9328,38.439
99999,Shelby County,IL,832750,-88.7479,39.4274
27300,Scott County,IL,832750,-90.4782,39.655
99999,Schuyler County,IL,832750,-90.6279,40.1317
44100,Sangamon County,IL,832750,-89.7053,39.7498
99999,Saline County,IL,832750,-88.5405,37.754
19340,Rock Island County,IL,832750,-90.3036,41.5548
99999,Richland County,IL,832750,-88.0966,38.7098
99999,Randolph County,IL,832750,-89.8253,38.0133
36837,Putnam County,IL,832750,-89.3147,41.2193
99999,Pulaski County,IL,832750,-89.1515,37.2017
99999,Pope County,IL,832750,-88.5987,37.3341
99999,Pike County,IL,832750,-90.9168,39.6204
16580,Piatt County,IL,832750,-88.6044,40.0383
99999,Perry County,IL,832750,-89.356,38.0848
37900,Peoria County,IL,832750,-89.7691,40.7421
40300,Ogle County,IL,832750,-89.3137,42.046
99999,Moultrie County,IL,832750,-88.6408,39.6126
27300,Morgan County,IL,832750,-90.1763,39.7065
99999,Montgomery County,IL,832750,-89.4209,39.2602
41180,Monroe County,IL,832750,-90.1415,38.3052
19340,Mercer County,IL,832750,-90.7508,41.1981
44100,Menard County,IL,832750,-89.787,40.027
14010,Mclean County,IL,832750,-88.8633,40.5209
16980,Mchenry County,IL,832750,-88.4523,42.3249
31380,Mcdonough County,IL,832750,-90.6775,40.4649
37140,Massac County,IL,832750,-88.6978,37.2023
99999,Mason County,IL,832750,-89.8583,40.2453
37900,Marshall County,IL,832750,-89.3429,41.0318
16460,Marion County,IL,832750,-88.9187,38.6548
41180,Madison County,IL,832750,-89.8552,38.8281
41180,Macoupin County,IL,832750,-89.9251,39.2597
19500,Macon County,IL,832750,-88.9818,39.8618
30660,Logan County,IL,832750,-89.3736,40.1187
38700,Livingston County,IL,832750,-88.5871,40.8666
19940,Lee County,IL,832750,-89.2867,41.7519
99999,Lawrence County,IL,832750,-87.7143,38.709
36837,Lasalle County,IL,832750,-88.8759,41.2787
16980,Lake County,IL,832750,-88.0155,42.3243
23660,Knox County,IL,832750,-90.2134,40.9298
16980,Kendall County,IL,832750,-88.4291,41.5904
28100,Kankakee County,IL,832750,-87.8846,41.1487
16980,Kane County,IL,832750,-88.4322,41.9379
99999,Johnson County,IL,832750,-88.8773,37.4479
99999,Jo Daviess County,IL,832750,-90.1821,42.3507
41180,Jersey County,IL,832750,-90.3706,39.094
34500,Jefferson County,IL,832750,-88.9236,38.3005
99999,Jasper County,IL,832750,-88.1545,39.0124
16060,Jackson County,IL,832750,-89.4099,37.759
99999,Iroquois County,IL,832750,-87.8255,40.7483
19340,Henry County,IL,832750,-90.1453,41.3661
15460,Henderson County,IL,832750,-90.9209,40.8522
99999,Hardin County,IL,832750,-88.2378,37.5013
99999,Hancock County,IL,832750,-91.1408,40.4172
99999,Hamilton County,IL,832750,-88.5391,38.0852
16980,Grundy County,IL,832750,-88.4183,41.2873
99999,Greene County,IL,832750,-90.3808,39.322
99999,Gallatin County,IL,832750,-88.2157,37.7452
15900,Fulton County,IL,832750,-90.1768,40.4504
99999,Franklin County,IL,832750,-88.9238,37.9944
16580,Ford County,IL,832750,-88.1805,40.6977
99999,Fayette County,IL,832750,-89.0318,38.98
20820,Effingham County,IL,832750,-88.5834,39.0658
99999,Edwards County,IL,832750,-88.0564,38.4138
99999,Edgar County,IL,832750,-87.7497,39.6827
16980,Dupage County,IL,832750,-88.091,41.8389
99999,Douglas County,IL,832750,-88.2205,39.7637
16980,Dekalb County,IL,832750,-88.7714,41.8825
99999,De Witt County,IL,832750,-88.9037,40.1762
20820,Cumberland County,IL,832750,-88.2406,39.2765
99999,Crawford County,IL,832750,-87.7586,39.016
16980,Cook County,IL,832750,-87.7536,41.8129
16660,Coles County,IL,832750,-88.2167,39.5297
41180,Clinton County,IL,832750,-89.4237,38.5805
99999,Clay County,IL,832750,-88.4773,38.7567
99999,Clark County,IL,832750,-87.8036,39.323
45380,Christian County,IL,832750,-89.2797,39.5865
16580,Champaign County,IL,832750,-88.2017,40.1363
99999,Cass County,IL,832750,-90.2462,39.9992
99999,Carroll County,IL,832750,-89.9257,42.0636
41180,Calhoun County,IL,832750,-90.6554,39.1343
36837,Bureau County,IL,832750,-89.5108,41.3661
99999,Brown County,IL,832750,-90.7126,39.973
40420,Boone County,IL,832750,-88.823,42.3251
41180,Bond County,IL,832750,-89.4467,38.8833
16020,Alexander County,IL,832750,-89.3477,37.1528
39500,Adams County,IL,832750,-91.1866,39.9788
99999,Washington County,ID,832750,-116.8616,44.4975
99999,Valley County,ID,832750,-115.6567,44.6858
46300,Twin Falls County,ID,832750,-114.5536,42.4569
99999,Shoshone County,ID,832750,-116.0148,47.5044
99999,Power County,ID,832750,-112.8182,42.7221
36620,Payette County,ID,832750,-116.8348,43.9728
14260,Owyhee County,ID,832750,-116.2403,42.8412
14940,Oneida County,ID,832750,-112.5436,42.2508
30300,Nez Perce County,ID,832750,-116.8216,46.2443
15420,Minidoka County,ID,832750,-113.5635,42.857
39940,Madison County,ID,832750,-111.6916,43.7859
25200,Lincoln County,ID,832750,-114.1546,42.9844
99999,Lewis County,ID,832750,-116.3601,46.2308
99999,Lemhi County,ID,832750,-114.0904,44.9728
34140,Latah County,ID,832750,-116.6846,46.8386
17660,Kootenai County,ID,832750,-116.6828,47.6775
46300,Jerome County,ID,832750,-114.2745,42.672
26820,Jefferson County,ID,832750,-112.3361,43.8407
99999,Idaho County,ID,832750,-115.5619,45.8945
99999,Gooding County,ID,832750,-114.8406,42.9221
14260,Gem County,ID,832750,-116.286,44.1559
39940,Fremont County,ID,832750,-111.4206,44.3353
30860,Franklin County,ID,832750,-111.8462,42.2148
34300,Elmore County,ID,832750,-115.5288,43.4545
99999,Custer County,ID,832750,-114.294,44.228
99999,Clearwater County,ID,832750,-115.6489,46.5961
99999,Clark County,ID,832750,-112.3331,44.2738
15420,Cassia County,ID,832750,-113.6441,42.3415
99999,Caribou County,ID,832750,-111.5787,42.7202
14260,Canyon County,ID,832750,-116.6532,43.5865
25200,Camas County,ID,832750,-114.836,43.5285
26820,Butte County,ID,832750,-113.0807,43.7614
99999,Boundary County,ID,832750,-116.4171,48.7983
26820,Bonneville County,ID,832750,-111.4337,43.3324
41760,Bonner County,ID,832750,-116.5425,48.3729
14260,Boise County,ID,832750,-115.7708,43.9699
25200,Blaine County,ID,832750,-113.8783,43.3095
13940,Bingham County,ID,832750,-112.2977,43.2471
99999,Benewah County,ID,832750,-116.6847,47.2169
99999,Bear Lake County,ID,832750,-111.3162,42.3017
38540,Bannock County,ID,832750,-112.163,42.6408
99999,Adams County,ID,832750,-116.5409,44.8572
14260,Ada County,ID,832750,-116.224,43.4673
10500,Worth County,GA,832750,-83.8333,31.5845
99999,Wilkinson County,GA,832750,-83.1537,32.7966
99999,Wilkes County,GA,832750,-82.7783,33.7943
99999,Wilcox County,GA,832750,-83.45,31.989
19140,Whitfield County,GA,832750,-84.9888,34.802
99999,White County,GA,832750,-83.7674,34.6527
99999,Wheeler County,GA,832750,-82.7647,32.1146
99999,Webster County,GA,832750,-84.538,32.0757
27700,Wayne County,GA,832750,-81.9153,31.5786
99999,Washington County,GA,832750,-82.7988,32.9975
99999,Warren County,GA,832750,-82.7019,33.4325
48180,Ware County,GA,832750,-82.3674,31.0216
12060,Walton County,GA,832750,-83.7467,33.7621
16860,Walker County,GA,832750,-85.3261,34.7861
45580,Upson County,GA,832750,-84.2938,32.847
99999,Union County,GA,832750,-83.9604,34.8145
31420,Twiggs County,GA,832750,-83.4428,32.6753
45700,Turner County,GA,832750,-83.6251,31.7095
29300,Troup County,GA,832750,-85.0417,33.0462
99999,Treutlen County,GA,832750,-82.5473,32.4032
99999,Towns County,GA,832750,-83.7245,34.8916
47080,Toombs County,GA,832750,-82.3265,32.1275
45700,Tift County,GA,832750,-83.5179,31.4588
45620,Thomas County,GA,832750,-83.9073,30.8684
10500,Terrell County,GA,832750,-84.4316,31.7942
99999,Telfair County,GA,832750,-82.9136,31.9642
99999,Taylor County,GA,832750,-84.2449,32.56
99999,Tattnall County,GA,832750,-82.0532,32.0537
99999,Taliaferro County,GA,832750,-82.857,33.5857
17980,Talbot County,GA,832750,-84.519,32.7045
11140,Sumter County,GA,832750,-84.2061,32.0502
17980,Stewart County,GA,832750,-84.8492,32.0762
45740,Stephens County,GA,832750,-83.2794,34.5742
12060,Spalding County,GA,832750,-84.27,33.2657
99999,Seminole County,GA,832750,-84.8506,30.8925
99999,Screven County,GA,832750,-81.6249,32.7678
11140,Schley County,GA,832750,-84.3163,32.2933
12060,Rockdale County,GA,832750,-84.012,33.6557
12260,Richmond County,GA,832750,-82.0915,33.3856
99999,Randolph County,GA,832750,-84.7808,31.7744
99999,Rabun County,GA,832750,-83.4531,34.8585
21640,Quitman County,GA,832750,-85.0187,31.8817
99999,Putnam County,GA,832750,-83.3438,33.3256
99999,Pulaski County,GA,832750,-83.4876,32.2541
16340,Polk County,GA,832750,-85.1824,33.9981
12060,Pike County,GA,832750,-84.3827,33.0887
48180,Pierce County,GA,832750,-82.2213,31.3665
12060,Pickens County,GA,832750,-84.4869,34.4696
47580,Peach County,GA,832750,-83.8325,32.5654
12060,Paulding County,GA,832750,-84.8869,33.9259
12020,Oglethorpe County,GA,832750,-83.0903,33.8688
12020,Oconee County,GA,832750,-83.416,33.832
12060,Newton County,GA,832750,-83.8413,33.5555
17980,Muscogee County,GA,832750,-84.8638,32.4916
19140,Murray County,GA,832750,-84.7429,34.786
12060,Morgan County,GA,832750,-83.5086,33.6264
47080,Montgomery County,GA,832750,-82.5334,32.1518
31420,Monroe County,GA,832750,-83.8828,33.0262
99999,Mitchell County,GA,832750,-84.1797,31.2606
99999,Miller County,GA,832750,-84.7302,31.1629
12060,Meriwether County,GA,832750,-84.6999,33.039
15260,Mcintosh County,GA,832750,-81.4702,31.4956
12260,Mcduffie County,GA,832750,-82.496,33.4859
17980,Marion County,GA,832750,-84.5242,32.3437
12020,Madison County,GA,832750,-83.2063,34.1361
99999,Macon County,GA,832750,-84.0509,32.3532
12060,Lumpkin County,GA,832750,-84.0269,34.5765
46660,Lowndes County,GA,832750,-83.2435,30.8282
25980,Long County,GA,832750,-81.797,31.7775
12260,Lincoln County,GA,832750,-82.4499,33.8109
25980,Liberty County,GA,832750,-81.5252,31.8255
10500,Lee County,GA,832750,-84.1367,31.7691
20140,Laurens County,GA,832750,-82.9229,32.4323
46660,Lanier County,GA,832750,-83.0752,31.0139
99999,Lamar County,GA,832750,-84.1453,33.0706
31420,Jones County,GA,832750,-83.5574,33.0137
20140,Johnson County,GA,832750,-82.6422,32.6656
99999,Jenkins County,GA,832750,-81.9779,32.7878
99999,Jefferson County,GA,832750,-82.4451,33.0376
99999,Jeff Davis County,GA,832750,-82.666,31.8214
12060,Jasper County,GA,832750,-83.6903,33.3294
27600,Jackson County,GA,832750,-83.5846,34.1326
99999,Irwin County,GA,832750,-83.2681,31.6216
47580,Houston County,GA,832750,-83.6449,32.4877
12060,Henry County,GA,832750,-84.1195,33.4724
12060,Heard County,GA,832750,-85.1124,33.2797
99999,Hart County,GA,832750,-82.9594,34.3518
17980,Harris County,GA,832750,-84.8993,32.7279
12060,Haralson County,GA,832750,-85.2066,33.7836
99999,Hancock County,GA,832750,-82.9988,33.2596
23580,Hall County,GA,832750,-83.7851,34.3063
18460,Habersham County,GA,832750,-83.5159,34.6308
12060,Gwinnett County,GA,832750,-84.0453,33.9601
99999,Greene County,GA,832750,-83.1539,33.5582
45620,Grady County,GA,832750,-84.2288,30.8775
15660,Gordon County,GA,832750,-84.8721,34.5244
15260,Glynn County,GA,832750,-81.5432,31.2334
99999,Glascock County,GA,832750,-82.6236,33.2234
99999,Gilmer County,GA,832750,-84.4542,34.7061
12060,Fulton County,GA,832750,-84.4039,33.845
99999,Franklin County,GA,832750,-83.2429,34.3836
12060,Forsyth County,GA,832750,-84.1509,34.193
40660,Floyd County,GA,832750,-85.194,34.335
12060,Fayette County,GA,832750,-84.5001,33.4038
99999,Fannin County,GA,832750,-84.1995,34.7944
44340,Evans County,GA,832750,-81.8891,32.1637
99999,Emanuel County,GA,832750,-82.3078,32.5672
99999,Elbert County,GA,832750,-82.8596,34.1232
42340,Effingham County,GA,832750,-81.3226,32.346
46660,Echols County,GA,832750,-82.9459,30.732
99999,Early County,GA,832750,-84.8656,31.2959
12060,Douglas County,GA,832750,-84.7665,33.69
10500,Dougherty County,GA,832750,-84.2219,31.5429
99999,Dooly County,GA,832750,-83.8203,32.1604
99999,Dodge County,GA,832750,-83.1512,32.1735
12060,Dekalb County,GA,832750,-84.22,33.7931
12460,Decatur County,GA,832750,-84.5722,30.8823
12060,Dawson County,GA,832750,-84.2231,34.4804
16860,Dade County,GA,832750,-85.5116,34.8062
18380,Crisp County,GA,832750,-83.7665,31.9167
31420,Crawford County,GA,832750,-83.9622,32.6937
12060,Coweta County,GA,832750,-84.7798,33.3514
99999,Cook County,GA,832750,-83.4296,31.1889
12260,Columbia County,GA,832750,-82.2215,33.5274
34220,Colquitt County,GA,832750,-83.77,31.1805
20060,Coffee County,GA,832750,-82.8437,31.5867
12060,Cobb County,GA,832750,-84.585,33.9125
99999,Clinch County,GA,832750,-82.7311,30.8844
12060,Clayton County,GA,832750,-84.352,33.5008
99999,Clay County,GA,832750,-85.0101,31.6344
12020,Clarke County,GA,832750,-83.3976,33.9437
12060,Cherokee County,GA,832750,-84.4561,34.2442
44900,Chattooga County,GA,832750,-85.337,34.4379
17980,Chattahoochee County,GA,832750,-84.8,32.378
42340,Chatham County,GA,832750,-81.1414,32.0419
99999,Charlton County,GA,832750,-82.1044,30.7162
16860,Catoosa County,GA,832750,-85.1438,34.8771
12060,Carroll County,GA,832750,-85.1175,33.6142
99999,Candler County,GA,832750,-82.0614,32.4128
28680,Camden County,GA,832750,-81.677,30.9392
99999,Calhoun County,GA,832750,-84.6324,31.5358
12060,Butts County,GA,832750,-83.948,33.3124
12260,Burke County,GA,832750,-81.9246,33.0511
44340,Bulloch County,GA,832750,-81.7281,32.4037
42340,Bryan County,GA,832750,-81.4508,31.9846
46660,Brooks County,GA,832750,-83.5455,30.8589
15260,Brantley County,GA,832750,-82.0272,31.1925
99999,Bleckley County,GA,832750,-83.345,32.4283
31420,Bibb County,GA,832750,-83.6856,32.8066
99999,Berrien County,GA,832750,-83.1933,31.251
22340,Ben Hill County,GA,832750,-83.1608,31.7537
12060,Bartow County,GA,832750,-84.8388,34.2431
12060,Barrow County,GA,832750,-83.7101,34.0119
99999,Banks County,GA,832750,-83.5214,34.3445
33300,Baldwin County,GA,832750,-83.2522,33.0582
99999,Baker County,GA,832750,-84.4974,31.2669
99999,Bacon County,GA,832750,-82.446,31.5642
20060,Atkinson County,GA,832750,-82.8413,31.302
99999,Appling County,GA,832750,-82.3271,31.7234
37460,Washington County,FL,832750,-85.672,30.6112
18880,Walton County,FL,832750,-86.1524,30.6327
45220,Wakulla County,FL,832750,-84.3717,30.1363
19660,Volusia County,FL,832750,-81.1398,29.0205
99999,Union County,FL,832750,-82.3844,30.0316
99999,Taylor County,FL,832750,-83.5757,29.9856
99999,Suwannee County,FL,832750,-83.0132,30.163
48680,Sumter County,FL,832750,-82.1055,28.633
38940,St. Lucie County,FL,832750,-80.4869,27.3823
27260,St. Johns County,FL,832750,-81.4423,29.9382
36740,Seminole County,FL,832750,-81.2396,28.7457
35840,Sarasota County,FL,832750,-82.2674,27.1675
37860,Santa Rosa County,FL,832750,-87.0296,30.6713
37260,Putnam County,FL,832750,-81.8327,29.6056
29460,Polk County,FL,832750,-81.7384,28.0031
45300,Pinellas County,FL,832750,-82.7715,27.9341
45300,Pasco County,FL,832750,-82.3938,28.3248
33100,Palm Beach County,FL,832750,-80.4653,26.6457
36740,Osceola County,FL,832750,-81.1262,27.9963
36740,Orange County,FL,832750,-81.2951,28.5666
36380,Okeechobee County,FL,832750,-80.8409,27.3016
18880,Okaloosa County,FL,832750,-86.5921,30.6992
27260,Nassau County,FL,832750,-81.8734,30.5521
33100,Miami-Dade County,FL,832750,-80.5906,25.5592
38940,Martin County,FL,832750,-80.4238,27.0829
36100,Marion County,FL,832750,-82.0227,29.2407
35840,Manatee County,FL,832750,-82.3328,27.4274
99999,Madison County,FL,832750,-83.4724,30.4557
99999,Liberty County,FL,832750,-84.8882,30.2933
23540,Levy County,FL,832750,-82.749,29.2967
45220,Leon County,FL,832750,-84.2219,30.4796
15980,Lee County,FL,832750,-81.7444,26.5436
36740,Lake County,FL,832750,-81.6866,28.8116
99999,Lafayette County,FL,832750,-83.1969,30.0414
45220,Jefferson County,FL,832750,-83.9384,30.3778
99999,Jackson County,FL,832750,-85.1769,30.7828
42680,Indian River County,FL,832750,-80.637,27.7062
99999,Holmes County,FL,832750,-85.8166,30.8497
45300,Hillsborough County,FL,832750,-82.2405,27.9097
42700,Highlands County,FL,832750,-81.3049,27.3401
45300,Hernando County,FL,832750,-82.4065,28.5644
17500,Hendry County,FL,832750,-81.2253,26.6046
99999,Hardee County,FL,832750,-81.8094,27.4929
99999,Hamilton County,FL,832750,-82.9714,30.476
99999,Gulf County,FL,832750,-85.2103,29.9344
17500,Glades County,FL,832750,-81.2237,26.9796
23540,Gilchrist County,FL,832750,-82.7979,29.749
45220,Gadsden County,FL,832750,-84.6353,30.5501
99999,Franklin County,FL,832750,-84.8366,29.8538
19660,Flagler County,FL,832750,-81.3097,29.4662
37860,Escambia County,FL,832750,-87.3304,30.6538
27260,Duval County,FL,832750,-81.7798,30.3866
99999,Dixie County,FL,832750,-83.1715,29.5671
11580,Desoto County,FL,832750,-81.8097,27.1854
29380,Columbia County,FL,832750,-82.6264,30.2096
34940,Collier County,FL,832750,-81.3445,26.1608
27260,Clay County,FL,832750,-81.8292,29.9562
26140,Citrus County,FL,832750,-82.4374,28.8593
39460,Charlotte County,FL,832750,-81.8292,26.9023
99999,Calhoun County,FL,832750,-85.2086,30.4039
33100,Broward County,FL,832750,-80.4895,26.1511
37340,Brevard County,FL,832750,-80.7834,28.3079
99999,Bradford County,FL,832750,-82.2143,29.9315
37460,Bay County,FL,832750,-85.5727,30.2988
27260,Baker County,FL,832750,-82.3149,30.3606
23540,Alachua County,FL,832750,-82.3552,29.6809
42580,Sussex County,DE,832750,-75.3935,38.7069
37980,New Castle County,DE,832750,-75.6751,39.5657
20100,Kent County,DE,832750,-75.5721,39.0975
35980,Southeastern Connecticut Planning Region,CT,832750,-72.0997,41.5041
35300,South Central Connecticut Planning Region,CT,832750,-72.8457,41.3609
45860,Northwest Hills Planning Region,CT,832750,-73.2207,41.8471
39480,Northeastern Connecticut Planning Region,CT,832750,-71.9772,41.8272
25540,Lower Connecticut River Valley Planning Region,CT,832750,-72.5088,41.4506
25540,Capitol Planning Region,CT,832750,-72.5714,41.8184
99999,Yuma County,CO,832750,-102.4226,40.0165
24540,Weld County,CO,832750,-104.5459,40.502
99999,Washington County,CO,832750,-103.1328,40.0163
17820,Teller County,CO,832750,-105.1784,38.8999
99999,Sedgwick County,CO,832750,-102.3517,40.8728
99999,San Juan County,CO,832750,-107.6462,37.8024
99999,Saguache County,CO,832750,-106.3318,38.1037
99999,Rio Grande County,CO,832750,-106.3753,37.6147
99999,Rio Blanco County,CO,832750,-108.1848,39.9282
39380,Pueblo County,CO,832750,-104.5533,38.1295
99999,Prowers County,CO,832750,-102.3926,37.9638
99999,Phillips County,CO,832750,-102.3585,40.5979
99999,Ouray County,CO,832750,-107.7265,38.1129
99999,Otero County,CO,832750,-103.7289,37.9522
22820,Morgan County,CO,832750,-103.8108,40.2687
33940,Montrose County,CO,832750,-108.2803,38.4125
99999,Montezuma County,CO,832750,-108.6287,37.3197
99999,Mineral County,CO,832750,-106.9202,37.6844
24300,Mesa County,CO,832750,-108.5839,38.9347
44540,Logan County,CO,832750,-103.1125,40.7182
99999,Lincoln County,CO,832750,-103.442,39.0461
99999,Las Animas County,CO,832750,-103.9173,37.4062
22660,Larimer County,CO,832750,-105.4465,40.6291
20420,La Plata County,CO,832750,-107.8468,37.3197
99999,Kit Carson County,CO,832750,-102.6018,39.3162
99999,Kiowa County,CO,832750,-102.7755,38.4377
99999,Jackson County,CO,832750,-106.3228,40.664
99999,Huerfano County,CO,832750,-104.9059,37.655
99999,Hinsdale County,CO,832750,-107.2992,37.7857
99999,Gunnison County,CO,832750,-106.9748,38.7039
15860,Fremont County,CO,832750,-105.4521,38.4842
17820,El Paso County,CO,832750,-104.5628,38.8296
99999,Dolores County,CO,832750,-108.5063,37.6906
99999,Delta County,CO,832750,-107.804,38.9419
99999,Custer County,CO,832750,-105.3443,38.0776
99999,Crowley County,CO,832750,-103.7784,38.298
10480,Costilla County,CO,832750,-105.4554,37.3277
10480,Conejos County,CO,832750,-106.1713,37.1987
99999,Cheyenne County,CO,832750,-102.6046,38.8243
99999,Chaffee County,CO,832750,-106.1828,38.7407
99999,Bent County,CO,832750,-103.0698,37.9496
99999,Baca County,CO,832750,-102.5627,37.3182
99999,Archuleta County,CO,832750,-107.0588,37.2108
10480,Alamosa County,CO,832750,-105.7781,37.5466
49700,Yuba County,CA,832750,-121.4381,39.2797
40900,Yolo County,CA,832750,-121.8556,38.6202
43760,Tuolumne County,CA,832750,-119.8851,38.0348
47300,Tulare County,CA,832750,-118.8232,36.2683
99999,Trinity County,CA,832750,-123.1435,40.6758
39780,Tehama County,CA,832750,-122.2124,40.1258
49700,Sutter County,CA,832750,-121.7078,39.0209
33700,Stanislaus County,CA,832750,-120.8765,37.6113
