OBJECTID,ZONE_,SECTION_,PLAT,ZSP,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,Shape__Area,Shape__Length
642,9,4,022,94022,,,rpa,2/19/2016 12:13:46 PM,3bf9855b-fb69-49d4-b839-e73e406c6ec0,598275.810501099,3622.40500768074
643,9,4,123,94123,,,rpa,2/19/2016 12:13:46 PM,a347ae46-c6b8-4861-8209-5582871a06ed,521156.44342041,3036.34119051844
644,4,6,020,46020,,,rpa,2/19/2016 12:13:46 PM,df46c2d6-096f-4760-9c77-69f3d6a8b595,1116860.53276062,5075.73710799493
645,9,8,036,98036,,,rpa,2/19/2016 12:13:46 PM,b47091c6-3b70-484f-8c79-c298042affcd,759163.590774536,3623.40768406298
646,9,8,037,98037,,,rpa,2/19/2016 12:13:46 PM,958d3a7b-50e0-4464-adae-93127064bd52,867168.618408203,4095.66130464168
647,3,3,044,33044,,,rpa,2/19/2016 12:13:46 PM,01ea9eb7-7ff5-414b-b370-03106b0dbac9,482967.578826904,3347.65946964835
648,3,4,001,34001,,,rpa,2/19/2016 12:13:47 PM,6f407c5b-9b79-4439-9e49-29f25ccc5c38,942995.793807983,4443.96948379554
649,3,3,039,33039,,,rpa,2/19/2016 12:13:46 PM,95ff005a-18e1-4f5c-be77-958f774d6757,460307.001564026,3022.33854055975
650,9,1,009,91009,,,rpa,2/19/2016 12:13:46 PM,7a44bb36-6fee-4e50-b072-95f58d8264e9,483159.799880981,3324.63887222189
651,4,4,033,44033,,,rpa,2/19/2016 12:13:46 PM,84ed0698-d901-4437-8171-3220c5798362,765876.582168579,3900.07126763063
652,9,4,112,94112,,,rpa,2/19/2016 12:13:46 PM,2157f3b6-7824-4709-8423-40ec0e559a7c,377466.943695068,2757.26283219617
653,4,3,073,43073,,,rpa,2/19/2016 12:13:47 PM,7c6d5273-76aa-48f6-a107-db6f7d1e802c,738822.585342407,3851.13609907601
654,4,5,063,45063,,,rpa,2/19/2016 12:13:46 PM,dda6cbc6-fe5b-4681-867b-57604c49846b,705950.896850586,4268.81747933128
655,4,4,031,44031,,,rpa,2/19/2016 12:13:46 PM,cfd71da5-75ea-414f-a244-74389fa3fb1e,806249.740249634,3953.27914403875
656,3,9,022,39022,,,rpa,2/19/2016 12:13:46 PM,dbaffd3f-7d62-4d6c-9201-17a52bd1940c,1173377.06048965,4418.47102498454
657,2,7,033,27033,,,rpa,2/19/2016 12:13:46 PM,2f0fdcb7-8e1d-47b7-a180-ea2bce29a9a0,279031.616676331,2400.18084433489
658,9,4,060,94060,,,rpa,2/19/2016 12:13:46 PM,1a9fa6b4-51ca-4025-b407-4dee8612f313,880378.748947144,3935.05626111584
659,9,4,066,94066,,,rpa,2/19/2016 12:13:46 PM,90830013-ebcd-4d99-a56a-17b62f51bf9c,921824.870933533,4039.30814431469
660,3,4,011,34011,,,rpa,2/19/2016 12:13:46 PM,4674512a-1615-4ece-939e-387387470f25,1114274.6211853,4586.48041686674
661,3,8,017,38017,,,rpa,2/19/2016 12:13:46 PM,787c6053-b3c6-4fef-81a6-c09b623fb914,808797.210571289,6038.8813794426
662,3,5,006,35006,,,rpa,2/19/2016 12:13:46 PM,7c10307f-fbd8-45df-931c-2087ff4fb114,468493.659240723,2920.22161301112
663,3,3,042,33042,,,rpa,2/19/2016 12:13:46 PM,f5086685-13c6-4e6d-b141-f92642155053,499647.977012634,3051.6829130805
664,3,3,054,33054,,,rpa,2/19/2016 12:13:47 PM,63d8de16-b8f2-4b6c-9883-77ad2db07bba,645282.213249207,3644.95134910801
665,3,3,053,33053,,,rpa,2/19/2016 12:13:46 PM,742d7f22-2f51-4f21-931e-182dacb371b8,496598.206352234,4460.57129706452
666,8,4,007,84007,,,rpa,2/19/2016 12:13:46 PM,7764cf37-ee82-4026-aba8-5570c4b310cf,785665.76272583,4138.36090317604
667,3,4,023,34023,,,rpa,2/19/2016 12:13:46 PM,49d7b0f1-4585-487c-a94f-5f748216d94e,455134.442131042,3191.13675101685
668,4,6,033,46033,,,rpa,2/19/2016 12:13:46 PM,86bfe351-af31-45a0-b8a7-6ba34f46ba29,266567.282592773,2496.78000100504
669,4,6,025,46025,,,rpa,2/19/2016 12:13:46 PM,95a156a6-a291-45fc-870f-30f7087fd376,940467.246246338,4602.26576392823
670,4,2,099,42099,,,rpa,2/19/2016 12:13:53 PM,87d1d232-c51d-4ec9-89b0-2220cee97036,1088182.74341583,5683.63613138045
671,3,9,033,39033,,,rpa,2/19/2016 12:13:52 PM,d537e04c-a82f-44c8-8da4-3446fd38cf76,389029.998634338,4297.21690174025
672,2,8,025,28025,,,rpa,2/19/2016 12:13:53 PM,9182d7eb-ba6c-498c-a8e3-d07896e17575,387272.505828857,3972.85342548189
673,3,5,008,35008,,,rpa,2/19/2016 12:13:53 PM,3d2235f3-eabe-48c7-a461-43ef6ebe60a3,517893.46616745,3643.48236346763
674,3,5,058,35058,,,rpa,2/19/2016 12:13:53 PM,388fccf5-6308-4b0f-97d4-27ed5af69a4e,692871.883060455,5859.06658810873
675,9,1,028,91028,,,rpa,2/19/2016 12:13:47 PM,157f5e3b-ac57-4633-ac5b-554bd74404ea,688198.439842224,3710.92497067169
676,4,2,043,42043,,,rpa,2/19/2016 12:13:53 PM,febd6cba-1e5a-49ea-8364-43d889c427a0,923670.631904602,4960.85967689009
677,4,2,026,42026,,,rpa,2/19/2016 12:13:52 PM,a5d2d0f4-13f5-48a9-a6da-2ea66429d383,239521.947105408,2305.49824136318
678,4,2,027,42027,,,rpa,2/19/2016 12:13:52 PM,9f5a7fb9-9c83-415e-a641-55d5853cb0bb,1016790.97238922,5683.66877150853
679,3,3,019,33019,,,rpa,2/19/2016 12:13:53 PM,1cb3674a-66d5-4014-8229-e1ebb06c2d2b,1036148.99275208,4726.16008004091
680,6,6,030,66030,,,rpa,2/19/2016 12:13:53 PM,c1e0b106-71b1-4aa6-98f3-8609bd20d6b6,452833.244216919,3311.17130181777
681,3,4,013,34013,,,rpa,2/19/2016 12:13:52 PM,9f3182f6-9e82-4a0e-9ff4-1656737a946e,663598.440498352,4396.57872033837
682,3,5,059,35059,,,rpa,2/19/2016 12:13:52 PM,dbd9f392-2ec5-4c56-9d08-996e3709458a,396384.02759552,2683.32971786644
683,3,1,048,31048,,,rpa,2/19/2016 12:13:52 PM,1ff95302-d433-4ccf-8cdd-72749cb7873e,959290.438835144,4942.91985714935
684,3,4,004,34004,,,rpa,2/19/2016 12:13:53 PM,c49259a0-e867-4f72-bbe1-f91e56e6bae6,643241.364219666,4156.78851925568
685,4,4,004,44004,,,rpa,2/19/2016 12:13:53 PM,b28ee887-6f3a-4828-a865-a08ceda7d0da,1058659.73027039,4362.84841750744
686,3,4,002,34002,,,rpa,2/19/2016 12:13:53 PM,a014ef1b-f217-4bd1-a1de-259b803604db,638540.879432678,3688.34359470164
687,2,9,003,29003,,,rpa,2/19/2016 12:13:53 PM,9173a6f2-0f40-47f9-8b0e-802a6ec2f474,375542.505226135,3777.54462639384
688,3,5,011,35011,,,rpa,10/11/2016 3:54:47 PM,2f2024c2-c19f-4596-bab9-80e51161370b,1028711.02467346,4535.93814330334
689,5,3,013,53013,,,rpa,2/19/2016 12:13:53 PM,efcf6165-2437-4484-a1df-02b024e3a0ee,583961.554443359,3010.4364778018
690,1,4,025,14025,,,rpa,2/19/2016 12:13:54 PM,5c2b6876-95ee-4612-b5b0-cec8675fce0a,750109.664672852,5074.42819439249
691,4,2,085,42085,,,rpa,2/19/2016 12:13:54 PM,6ef970b9-d8d2-4b21-bde2-201a0902ae2e,1121262.18783569,4813.57348051488
692,4,8,008,48008,,,rpa,2/19/2016 12:13:53 PM,c2ce440f-05ae-4df0-9bd7-b313ecf82e9b,2319104.38485718,7728.92645017487
693,3,3,029,33029,,,rpa,2/19/2016 12:13:53 PM,8effc468-5202-4ca7-965d-314fcf5893ff,1371854.56806946,5515.9338337847
694,4,8,009,48009,,,rpa,2/19/2016 12:13:53 PM,1d7d9fd7-de58-469c-b4f9-a29814dc279a,1661945.78974915,9007.79596610153
695,3,8,018,38018,,,rpa,2/19/2016 12:13:53 PM,308d261a-8a07-48fc-853f-5519f3e1c8b4,419023.400054932,4765.51463251075
696,2,4,036,24036,,,rpa,2/19/2016 12:13:53 PM,76773172-454a-4655-9883-72360f3f30d5,393412.859489441,4459.137262707
697,3,3,037,33037,,,rpa,2/19/2016 12:13:53 PM,18850ae6-61cb-4545-89cb-7b3f69de3dbe,623508.796340942,3451.67023709338
698,3,5,035,35035,,,rpa,10/11/2016 3:22:02 PM,4458f498-7f96-430b-bbc4-af942aa99f62,770430.981422424,3766.04305441697
699,3,9,017,39017,,,rpa,2/19/2016 12:13:53 PM,d9a3cc49-4cda-4a75-9e0c-77a5d5cf9bce,2502149.96154785,7989.88133553311
700,3,3,022,33022,,,rpa,2/19/2016 12:13:53 PM,c2694073-07f1-478f-a2a3-e1bdf3da7b6e,961736.838226318,5714.24344585075
701,3,3,024,33024,,,rpa,2/19/2016 12:13:53 PM,5b372357-5883-4cc2-b956-8cff1a8359dd,906312.298408508,4410.97962284441
702,2,9,012,29012,,,rpa,2/19/2016 12:13:53 PM,042b2ee5-8969-49ab-9cd4-e7459bc0660c,771163.674095154,3540.23534420922
703,4,6,005,46005,,,rpa,2/19/2016 12:13:54 PM,fcd2a845-3f79-4759-a179-f9f735e7b413,5147908.1055603,12163.8598656954
704,2,7,004,27004,,,rpa,2/19/2016 12:13:53 PM,74b05670-4b68-471e-939a-581e1a974c6a,345693.99495697,3229.13990549355
705,1,1,026,11026,,,rpa,2/19/2016 12:13:53 PM,5f22d441-8dad-4a78-a21e-ff2f4f5ca177,914197.595352173,4454.42663235032
706,4,2,042,42042,,,rpa,2/19/2016 12:13:53 PM,e9419b0e-321d-446e-9753-070fa13a73a8,1458963.97975922,5117.69199789899
707,4,8,003,48003,,,rpa,2/19/2016 12:13:53 PM,1c7b1070-f9eb-4fa9-876f-31e04c7d3b0a,2848811.19348145,10435.8949522152
708,5,1,006,51006,,,rpa,2/19/2016 12:13:53 PM,ac2c9d15-30c0-4274-8b39-55a41f4183d9,259341.482040405,3387.55773614808
709,3,6,018,36018,,,rpa,2/19/2016 12:13:52 PM,a705cad4-0a5b-4137-b089-23b3cb0ad168,1090112.70722198,6267.43385451509
710,1,5,019,15019,,,rpa,2/19/2016 12:13:53 PM,b9688f19-4119-40ed-8c58-ab50d6d4a4f7,852928.275680542,3786.55962902428
711,9,8,024,98024,,,rpa,2/19/2016 12:13:53 PM,78c9cd6a-8f84-4d80-90b4-a3de8fc108e3,822844.082496643,5274.42006173649
712,9,8,028,98028,,,rpa,2/19/2016 12:13:47 PM,f06b2ed7-eeac-4434-ab65-f5be20e953eb,480946.359214783,2824.87972426188
713,3,3,023,33023,,,rpa,2/19/2016 12:13:53 PM,d51d441a-57a6-4806-b090-53a185f97afa,383435.856689453,2724.69270513657
714,5,3,010,53010,,,rpa,2/19/2016 12:13:53 PM,7aeac683-0327-4659-bb11-13c243c67758,88935.7550964355,2483.29598681419
715,3,5,043,35043,,,rpa,2/19/2016 12:13:53 PM,8afdf24f-e5c2-44d8-b2d3-3c8d2371cadf,1010610.25602722,4336.90437603955
716,4,8,001,48001,,,rpa,2/19/2016 12:13:53 PM,b1aaf19d-ff37-491a-8c17-bb568dac11d0,2296531.42172241,9227.78737309982
717,4,2,092,42092,,,rpa,2/19/2016 12:13:53 PM,993ed85a-bf26-432b-a369-848eb62185b6,881629.334716797,4131.2721211286
718,9,8,023,98023,,,rpa,2/19/2016 12:13:53 PM,bb4f13c4-bea6-4767-81b0-70c6b712df6b,874220.785873413,4514.42107748084
719,6,6,021,66021,,,rpa,2/19/2016 12:13:53 PM,d6955d39-f3e3-4943-9130-6d97a531032a,1488731.28700256,4926.47099599054
720,3,9,052,39052,,,rpa,2/19/2016 12:13:53 PM,41c273e4-3e6b-4ce9-b72b-807f91df0f26,1092461.30542755,7164.65541854779
721,3,5,030,35030,,,rpa,2/19/2016 12:13:52 PM,7f547167-6656-4de3-96cd-0f0621439b8c,1058446.32219696,4490.00876055283
722,3,6,016,36016,,,rpa,2/19/2016 12:13:53 PM,29339667-17a7-46bf-99f3-b3fcae058091,872857.696731567,4798.83959894846
723,2,3,028,23028,,,rpa,2/19/2016 12:13:53 PM,9a4743dc-1d04-4862-a5af-2db7bbb75cfd,245680.062026978,2262.90234460056
724,9,5,056,95056,,,rpa,2/19/2016 12:13:46 PM,d5271131-54f0-4839-9e8e-2040cebe5110,983292.700881958,4229.68964270163
725,3,9,066,39066,,,rpa,2/19/2016 12:13:53 PM,d00daefb-b108-47a2-87dd-8ca7f1c8b338,1333341.05082703,5291.2242660207
726,3,5,045,35045,,,rpa,2/19/2016 12:13:53 PM,31370b25-410d-47c1-97a9-2b84e9935825,1003456.80586243,5149.58543397979
727,3,9,062,39062,,,rpa,2/19/2016 12:13:53 PM,b1b66528-fce7-493f-9e93-e16c7d5c9cb0,834641.398529053,4575.0779438979
728,3,3,006,33006,,,rpa,2/19/2016 12:13:53 PM,5f16c073-9b2e-4c22-b19b-d818eb29316b,522901.915039063,3628.00626666393
729,5,3,007,53007,,,rpa,2/19/2016 12:13:52 PM,f666c6ed-9202-4c61-bd8d-c7877c502db3,18104672.8213501,22498.8578021389
730,2,3,030,23030,,,rpa,2/19/2016 12:13:53 PM,89611770-4f9f-4448-a510-7340a0b99051,493889.432342529,2852.43689940197
731,3,8,009,38009,,,rpa,2/19/2016 12:13:53 PM,8d5cf70e-4d2a-4da4-963c-0e75931e2ce8,989441.477203369,4797.77014686455
732,3,8,006,38006,,,rpa,2/19/2016 12:13:53 PM,12448292-e035-47c4-a975-4978956b9a65,2592319.63298035,6330.83245585435
733,9,9,065,99065,,,rpa,2/19/2016 12:13:47 PM,a2df34ae-efb5-45d2-ad93-bd332455cd31,1417267.0344162,5509.24706140503
734,8,4,005,84005,,,rpa,2/19/2016 12:13:47 PM,b35390a1-c070-4ab9-98d4-fe36d4d63dd4,796162.041229248,4204.01436373758
735,8,4,006,84006,,,rpa,2/19/2016 12:13:47 PM,c82cbbec-1cd7-44cd-9a23-5eb701a0db9f,788561.686798096,4306.83991897902
736,9,8,013,98013,,,rpa,2/19/2016 12:13:53 PM,3661d8a9-425d-4b77-a56c-c017c0aa9ee2,2850638.09332275,6985.5081963829
737,9,8,027,98027,,,rpa,2/19/2016 12:13:47 PM,ba87c63f-2693-4dc6-aff7-b629f1680485,714376.714080811,3688.29382934772
738,9,4,102,94102,,,rpa,2/19/2016 12:13:46 PM,5aaf2f87-174e-40ce-af96-32b154ca7976,925560.052642822,5491.89068265838
739,8,9,013,89013,,,rpa,2/19/2016 12:13:46 PM,3a283408-1968-45c9-a194-df507b7395f9,882408.639015198,5109.77990141475
740,8,5,021,85021,,,rpa,2/19/2016 12:13:47 PM,4288ac73-1174-43d1-9aac-c67f25eb26f4,744189.326217651,4008.09292888162
741,9,4,047,94047,,,rpa,2/19/2016 12:13:47 PM,8f2f329c-5a61-4f13-9f83-37235063c150,3602669.82106018,8245.64489418398
742,9,7,093,97093,,,rpa,2/19/2016 12:13:46 PM,65d8e688-d2cf-4b25-89c8-f7ad0ce96ec2,889190.380310059,4349.98906599402
743,9,1,027,91027,,,rpa,2/19/2016 12:13:47 PM,29ea91c1-9f48-4c97-be6e-bf96852a0834,902353.064552307,4358.77589754134
744,9,1,048,91048,,,rpa,2/19/2016 12:13:47 PM,673d6b2b-2a3b-49f5-8e67-a9dc652958bc,572256.922355652,3216.6582099227
745,9,5,037,95037,,,rpa,2/19/2016 12:13:47 PM,62024b9e-2e46-4b1a-aee0-fbef2f0c4793,540916.487075806,3296.81780529571
746,8,6,018,86018,,,rpa,2/19/2016 12:13:47 PM,408a6f76-6822-48a4-a04c-ed72ed3a6677,688282.657836914,3502.11679348269
747,8,6,025,86025,,,rpa,2/19/2016 12:13:47 PM,1dd782c2-b515-4de8-b9ea-1990cd28d85b,1373147.75088501,4927.6611728503
748,3,9,007,39007,,,rpa,2/19/2016 12:13:53 PM,7dc6b54f-cc3f-461e-8f0e-a3723dacd779,806713.22064209,7199.13025794197
749,9,5,044,95044,,,rpa,2/19/2016 12:13:47 PM,527febfa-7317-4591-bf67-6b1c20eda7bf,1534227.17501831,6935.64428669354
750,9,4,104,94104,,,rpa,2/19/2016 12:13:46 PM,6b788fb7-856c-4033-b1dd-59785878da37,853912.776664734,4706.34057756108
751,9,4,011,94011,,,rpa,2/19/2016 12:13:46 PM,cb50d9d3-9f48-4a6f-b83e-a7f22fa18495,2629502.80970001,8624.61258220112
752,9,1,070,91070,,,rpa,2/19/2016 12:13:47 PM,34c78618-e3dc-488e-aa93-740e1cfca4d5,1076404.0881424,4753.75719232867
753,4,4,005,44005,,,rpa,2/19/2016 12:13:53 PM,9855feaf-be2e-494a-ab78-fb5cdb3842b7,1348947.24951172,4949.02496082549
754,9,4,125,94125,,,rpa,2/19/2016 12:13:47 PM,954fc923-e076-4002-90ff-31950a1959e6,673696.786361694,4296.78068939755
755,9,5,019,95019,,,rpa,2/19/2016 12:13:47 PM,aec2dd2e-6f61-4c3b-ad0a-137164dcd235,686677.545394897,3400.47109301478
756,9,4,116,94116,,,rpa,2/19/2016 12:13:47 PM,80b64a1c-357f-45c8-9f28-57bf59934d37,716499.257049561,3591.7629227699
757,3,7,006,37006,,,rpa,2/19/2016 12:13:53 PM,2f253808-e934-4767-bc70-d6a4dcc6f024,448605.406188965,2765.21087183809
758,8,7,024,87024,,,rpa,2/19/2016 12:13:46 PM,f5a94f8e-6718-4d91-86c0-984b5c1cd1da,895186.792694092,3910.73330828036
759,3,1,041,31041,,,rpa,2/19/2016 12:13:52 PM,9c2c78ac-9082-49d0-8108-dfd3577c00c7,547039.879688263,4512.95989346884
760,3,9,037,39037,,,rpa,2/19/2016 12:13:53 PM,21f637eb-6f6d-4a6e-a489-c446f9a01aa3,531333.954566956,3856.97382434025
761,2,2,002,22002,,,rpa,2/19/2016 12:13:46 PM,52cf25bd-6ab5-46b3-a982-c757664f9302,864222.533958435,4501.28521863764
762,2,8,005,28005,,,rpa,8/24/2017 7:52:19 AM,89615edd-60ca-4106-9efd-06861ce3683f,370706.059196472,3423.79411616444
763,9,4,120,94120,,,rpa,2/19/2016 12:13:46 PM,73abc8be-867f-4e5a-a614-579c9cd54b8b,1154309.5154953,4487.37467051796
764,9,5,064,95064,,,rpa,2/19/2016 12:13:47 PM,24a5d4f0-49b3-449a-afb3-7fad84183051,364227.525054932,2594.25936227881
765,9,5,055,95055,,,rpa,2/19/2016 12:13:47 PM,96aab198-e131-496b-b9f5-6c62ecccc7c9,836003.38973999,3602.88637700965
766,9,5,048,95048,,,rpa,2/19/2016 12:13:47 PM,93b83da4-8f9d-4b8d-83ce-382fede76e6e,878791.501464844,3780.03000322281
767,9,5,054,95054,,,rpa,2/19/2016 12:13:47 PM,efef663d-2b39-4d69-a8c4-8d2018da134a,1620922.34725952,5718.24444882156
768,9,5,065,95065,,,rpa,2/19/2016 12:13:47 PM,bbaf079e-e511-4931-8a69-fe848d46a01d,620427.927703857,3981.70647754325
769,9,5,011,95011,,,rpa,2/19/2016 12:13:47 PM,3b2d4228-eac1-4bd0-b142-3b9b5798495b,604545.562957764,5092.12817201849
770,9,5,007,95007,,,rpa,2/19/2016 12:13:47 PM,4376593c-f73b-411e-97f3-6caa7327fe89,1138260.05915833,4633.6682994929
771,3,9,077,39077,,,rpa,2/19/2016 12:13:53 PM,f6db10e6-6941-4fd6-b268-dccf8b80710d,486289.308639526,3168.37209637976
772,3,9,078,39078,,,rpa,2/19/2016 12:13:53 PM,d22ab6c0-7998-44e0-869e-9025136a05cf,650177.290107727,3850.24177711784
773,3,6,006,36006,,,rpa,2/19/2016 12:13:53 PM,01b10327-88a8-46af-a1f0-bd0e2a866b8d,1418979.93218994,5423.80852130498
774,9,4,124,94124,,,rpa,2/19/2016 12:13:46 PM,41245176-8704-4141-9833-e75350205715,1349753.49380493,5320.03005594589
775,9,4,131,94131,,,rpa,2/19/2016 12:13:46 PM,1608291a-82ca-4416-b746-d10e9914eaa9,580072.865959167,3502.21924746842
776,9,4,028,94028,,,rpa,2/19/2016 12:13:46 PM,2830df7f-57ae-47b4-826d-2388fc4a0027,861017.770111084,4213.1919590571
777,9,4,034,94034,,,rpa,2/19/2016 12:13:46 PM,54db3425-cd65-4880-8125-5e411c1a3ac1,821130.964172363,3614.12919764534
778,4,3,027,43027,,,rpa,9/11/2018 8:23:22 AM,86faf1f9-8e6d-4828-98bc-68e9e2535cc0,716893.301635742,3425.12298904801
779,9,5,060,95060,,,rpa,2/19/2016 12:13:46 PM,b71783cf-2ba9-4871-a141-64c5c9b85b16,665432.629165649,4923.42424313191
780,9,5,061,95061,,,rpa,2/19/2016 12:13:46 PM,b7ad3fd0-4889-4adc-9dde-4ce9d929f8fe,621155.82510376,3397.2029161869
781,9,5,029,95029,,,rpa,2/19/2016 12:13:46 PM,37b83a98-b1e2-48aa-bf5c-b2fa9cf70736,1292616.68112183,5557.99446128377
782,9,5,030,95030,,,rpa,2/19/2016 12:13:46 PM,af96f683-fa2c-4e9e-bb8f-f06cf5f62b97,1413712.87451172,5675.44194719948
783,9,5,032,95032,,,rpa,2/19/2016 12:13:46 PM,c4597106-c064-4689-828a-727e0d045c9f,755930.401763916,4240.91422716445
784,9,5,033,95033,,,rpa,2/19/2016 12:13:46 PM,75dd0425-3cfc-45cb-bba3-27ccc3777b5b,1450749.87698364,5423.80719996771
785,9,5,015,95015,,,rpa,2/19/2016 12:13:46 PM,84c18ba0-9de1-4bf7-abb1-c09f442f1686,787673.901290894,4707.60157388577
786,3,3,015,33015,,,rpa,2/19/2016 12:13:52 PM,7fc69839-92d5-474c-b899-47c1bc38f27f,773788.998352051,4469.1826096782
787,4,2,035,42035,,,rpa,2/19/2016 12:13:53 PM,1fd71a5e-202c-4645-ac32-61cc9f957fa0,681759.12387085,3981.8894590692
788,8,9,010,89010,,,rpa,2/19/2016 12:13:46 PM,c03dab5c-a030-424c-9a74-f310e969c61b,1246363.02818298,6000.70441555101
789,9,4,121,94121,,,rpa,2/19/2016 12:13:46 PM,a3003f3a-a1ea-4138-ad52-dfc7be955b81,907629.652755737,3884.17807166347
790,9,5,031,95031,,,rpa,2/19/2016 12:13:46 PM,df8fcb56-9463-4bab-889c-c48c2fd9b348,801715.584487915,4095.56284728004
791,9,8,022,98022,,,rpa,2/19/2016 12:13:47 PM,b6a7006c-5e93-4df5-8a44-8a14253431f4,839360.696395874,3740.90693787455
792,7,3,005,73005,,,rpa,2/19/2016 12:13:46 PM,8b264337-1bbb-4982-a0d0-8fe8434b5627,661122.517974854,3569.78699258296
793,9,5,050,95050,,,rpa,2/19/2016 12:13:46 PM,d433de80-29a6-4a06-abfa-3f0d2d194458,1118952.03660583,4736.21639160485
794,9,4,049,94049,,,rpa,2/19/2016 12:13:46 PM,48ff035d-32f7-4bd9-a953-75d31ce401ad,2230604.45801544,6644.98040566105
795,9,4,092,94092,,,rpa,2/19/2016 12:13:46 PM,4c26d44b-e3d8-4a61-b4a6-1deb12c84fae,1222993.23744202,4419.97219031855
796,9,5,045,95045,,,rpa,2/19/2016 12:13:46 PM,3b10d8ce-32b8-44c1-aae7-b7ff05b33adf,804088.941390991,4292.0893923021
797,9,5,053,95053,,,rpa,2/19/2016 12:13:46 PM,417abb80-32c6-44aa-8a48-8fb3380985bb,2173515.98614502,6072.11626191553
798,9,8,043,98043,,,rpa,2/19/2016 12:13:46 PM,5b57f79b-02be-4fc5-a51e-659a4fefa16e,779234.816360474,5388.62592797406
799,9,8,057,98057,,,rpa,2/19/2016 12:13:46 PM,3d481f51-9f28-4e92-8400-6f274a84f24a,1252401.97807312,4744.61893117796
800,2,7,020,27020,,,rpa,2/19/2016 12:13:52 PM,eab24816-6f65-41a6-80f5-d19e88725279,1213011.77965546,4451.3332871671
801,9,4,024,94024,,,rpa,2/19/2016 12:13:47 PM,5dfdb66a-348a-4b39-bb5b-2fcc8e39e25b,632906.831550598,4268.4701620757
802,9,5,052,95052,,,rpa,2/19/2016 12:13:47 PM,0c09d9d7-c8b2-4975-b0c6-d4907380fbff,1034050.31710815,4687.91689929348
803,3,9,071,39071,,,rpa,2/19/2016 12:13:53 PM,62a6267c-84df-43e6-ab5f-0219a1035f04,902244.162948608,3839.93882209655
804,9,2,009,92009,,,rpa,2/19/2016 12:13:47 PM,61c155f2-cd6f-47b7-9f67-abe9a99fdf8d,1159520.26313019,4310.38380420864
805,8,6,017,86017,,,rpa,2/19/2016 12:13:46 PM,3efbcaf3-f6f7-4be9-996c-d1167040ec83,689449.519836426,3523.03057506036
806,8,6,016,86016,,,rpa,2/19/2016 12:13:46 PM,c6bf9973-501c-4419-b07a-7440482036b4,374094.824691772,3396.77018644547
807,4,4,032,44032,,,rpa,2/19/2016 12:13:47 PM,40134d22-eaf5-4786-9192-321725fcfb3e,680244.379852295,3583.54532127017
808,9,9,025,99025,,,rpa,2/19/2016 12:13:46 PM,fb01c5ba-e9e3-423a-81a9-2aface47f143,801178.081787109,4358.20659256805
809,9,8,044,98044,,,rpa,2/19/2016 12:13:46 PM,95344b8f-c9d7-4b81-b7cd-07477d6dd15a,837894.621864319,5239.83960196832
810,9,8,045,98045,,,rpa,2/19/2016 12:13:46 PM,e4f159ff-5b1c-4c95-b47a-542df8a03787,1269365.4341507,5498.98168064265
811,1,4,010,14010,,,rpa,2/19/2016 12:13:46 PM,2a8f7894-52a2-49fd-abb5-db14b12c5b78,604735.622306824,3853.44089842685
812,4,5,066,45066,,,rpa,2/19/2016 12:13:47 PM,6f08f592-447f-45fd-80d7-187bea301734,716222.687332153,3674.26793344953
813,2,3,023,23023,,,rpa,2/19/2016 12:13:47 PM,c9324603-fc7d-41c1-a63f-85b4cbaf0acb,249838.62436676,2309.46792250327
814,8,4,012,84012,,,rpa,2/19/2016 12:13:46 PM,29e8a629-305a-458d-b371-692d464edc77,664857.067077637,3579.25038072382
815,8,9,012,89012,,,rpa,2/19/2016 12:13:46 PM,fd087466-a786-47bc-9a71-87e65d41cc65,886398.216804504,4511.53136747709
816,8,9,014,89014,,,rpa,2/19/2016 12:13:46 PM,9538b4a2-8f71-42d2-ad56-28a9b9189fce,474734.902633667,4810.29773571956
817,8,9,015,89015,,,rpa,2/19/2016 12:13:46 PM,ea4c1cd2-99d5-4f90-8196-eb9c6a723403,366366.511260986,3332.83294536179
818,1,1,034,11034,,,rpa,2/19/2016 12:13:46 PM,0ec61a4c-e358-4c88-b974-cc548bf32580,897374.804344177,4610.8048731275
819,2,9,040,29040,,,rpa,2/19/2016 12:13:53 PM,ee0a8b14-110d-4a4b-bffd-9f32f8590b17,781481.017402649,4162.85709248166
820,4,5,067,45067,,,rpa,2/19/2016 12:13:47 PM,94413701-3085-4fcf-b17f-ca56a511a1a3,695492.349075317,3621.03853042777
821,4,3,078,43078,,,rpa,2/19/2016 12:13:47 PM,28d78b2f-9a02-49e5-a7ee-c95abcca83b0,1016156.66801453,4407.08342695664
822,9,7,060,97060,,,rpa,2/19/2016 12:13:46 PM,3a635036-7641-4a8d-b0d7-8f044a2ee9ad,1253645.43280029,5350.24545752304
823,9,7,096,97096,,,rpa,2/19/2016 12:13:46 PM,7c49c4ca-05d2-4e0f-b006-8a64551634ad,674359.594833374,4723.18601267495
824,2,9,043,29043,,,rpa,2/19/2016 12:13:53 PM,9eeea275-ded5-482e-ad9d-8da6ba1a86c3,1291882.76059723,5549.86176302593
825,9,9,066,99066,,,rpa,2/19/2016 12:13:47 PM,d63bfa32-e20f-45aa-a1c4-9e259e140a40,423727.17514801,3474.47818772552
