OBJECTID,ZONE_,SECTION_,PLAT,ZSP,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,Shape__Area,Shape__Length
1,9,1,080,91080,,,GIS_EDITOR,10/31/2019 5:38:54 PM,ea8c7a57-c6a3-4fa9-b14f-9213fac8d494,500132.619567871,6063.09234581712
2,9,1,079,91079,,,GIS_EDITOR,10/31/2019 5:38:54 PM,626d231c-022e-4773-99c6-824a802ef4ea,661224.617645264,5517.44189360287
3,9,1,152,91152,,,GIS_EDITOR,10/31/2019 5:38:54 PM,1f7d30d6-6e1a-4aa8-b30c-02816bfbc9b8,837526.404624939,11259.6601035399
4,9,1,153,91153,,,GIS_EDITOR,10/31/2019 5:38:54 PM,82a41a75-570b-4620-8c62-e3f044640061,1061111.51994324,15848.3536139082
5,9,1,149,91149,,,rpa,11/16/2018 8:41:31 AM,f265eadc-d667-44cc-875b-7970ab3f4c98,2786126.57633209,7532.21400057257
6,9,1,151,91151,,,GIS_EDITOR,10/31/2019 5:38:54 PM,fa66a565-0c0a-48e6-b4b4-61e7779d313e,2112493.04473114,25647.5633882513
7,2,4,013,24013,,,rpa,2/19/2016 12:13:46 PM,c070f425-f7b9-4c42-ae79-1b39620e1b78,847513.824417114,3747.87349263997
8,9,7,031,97031,,,GIS_EDITOR,11/19/2019 1:46:29 AM,27d17c54-d1c0-46b9-999a-7c2e300e80fe,960395.416191101,4667.17605990342
9,3,1,023,31023,,,GIS_EDITOR,11/19/2019 12:38:29 AM,5414d9c6-3230-476c-b9ff-fb5c09de9714,661077.885772705,3330.06651790723
10,9,1,178,91178,GIS_EDITOR,10/31/2019 5:38:35 PM,GIS_EDITOR,11/8/2019 5:54:30 PM,2ce21421-3d7f-4603-ad27-a59e9e3fe6ad,753096.689056396,8378.63698170987
11,4,5,092,45092,,,rpa,2/19/2016 12:13:46 PM,2cfd3906-af3a-4aa3-8ee7-f0ebfe50a5e4,1030862.55612183,4474.15542381742
12,3,2,002,32002,,,rpa,12/3/2018 10:02:30 AM,fdd8b606-e0ae-470d-8848-1481f6f80eeb,588583.798072815,3109.00083787625
13,1,5,005,15005,GIS_EDITOR,1/9/2020 7:50:05 PM,GIS_EDITOR,2/6/2020 7:11:12 PM,50b3f64c-0e01-4493-9bc5-6ea76b5f0d0f,677443.55191803,4313.93377461384
14,9,7,092,97092,GIS_EDITOR,1/28/2020 7:36:06 PM,GIS_EDITOR,1/28/2020 8:54:27 PM,f1ce5003-59fd-46f5-ba4d-94fdcaed966e,641928.976882935,5863.02063088446
15,2,1,001,21001,,,GIS_EDITOR,1/6/2020 7:36:11 PM,5df89c30-fde2-4f9d-a281-91cf10a9f776,2388316.61252594,11092.4844110693
16,9,7,048,97048,GIS_EDITOR,1/28/2020 8:57:44 PM,GIS_EDITOR,1/28/2020 8:58:18 PM,783c7360-2e78-4fb8-a7e7-071edfc8eb95,1052266.04496765,14451.4110358091
17,2,7,010,27010,,,rpa,2/19/2016 12:13:46 PM,4058944c-cead-4ddf-b77a-833f94215921,309355.55381012,2923.94257515026
18,9,7,047,97047,GIS_EDITOR,1/28/2020 7:52:25 PM,GIS_EDITOR,1/28/2020 7:52:44 PM,9a93b4ee-f1aa-4632-9851-422338bcb38e,590102.843536377,8295.10735395901
19,6,6,019,66019,,,GIS_EDITOR,2/14/2020 12:50:05 AM,943a2f93-20cd-4a96-bbc0-230f7d35bae2,2079316.36039734,6944.16641535461
20,5,7,006,57006,rpa,8/25/2016 3:12:36 PM,GIS_EDITOR,1/17/2020 12:49:45 AM,c4b88291-137f-42d1-9ca9-fb88d7abf4a6,3863458.66033936,11290.4863746813
21,1,5,006,15006,,,GIS_EDITOR,1/9/2020 8:33:48 PM,d479b75d-e214-45fa-9236-15e3dfc7d4d3,612110.353607178,3557.13345555579
22,9,7,023,97023,,,GIS_EDITOR,1/30/2020 9:49:11 PM,c0495507-4f45-49f8-892b-5a96e9fa87ad,2878956.26177979,8022.01262283759
23,2,1,012,21012,,,rpa,2/19/2016 12:13:46 PM,26f8cb26-09a5-4319-a487-dd317ec8b5f3,238742.832313538,2165.32710276433
24,1,7,043,17043,GIS_EDITOR,1/22/2020 5:39:07 PM,GIS_EDITOR,1/22/2020 5:41:11 PM,1c0e3f86-c90a-4216-b81d-4806df2c4ed4,381686.891105652,2545.7004375884
25,9,2,049,92049,,,GIS_EDITOR,12/18/2019 6:29:28 PM,a0b26fbe-f605-47a2-9bbc-78eb482bdd06,90084671.2127075,73077.1648720727
26,2,9,075,29075,,,GIS_EDITOR,1/24/2020 8:32:25 PM,b211cdfa-56e1-4bc0-918b-c8e0c5e0c6e6,637392.001686096,4832.36322301092
27,3,1,009,31009,,,GIS_EDITOR,11/19/2019 9:52:33 PM,dbd6593e-badd-46f1-9899-d0780bdddc29,386525.19052124,3037.22209123691
28,2,6,027,26027,,,GIS_EDITOR,1/8/2020 8:34:28 PM,c5b60b11-198c-4703-90c2-0698adfc606e,513996.490093231,2998.55515582003
29,1,5,007,15007,,,GIS_EDITOR,1/8/2020 7:35:11 PM,e3523aed-3e3f-4809-b575-def38c49ba67,1047271.82655334,4340.5385534658
30,2,7,008,27008,,,rpa,2/19/2016 12:13:46 PM,f4cde42c-51c8-4b83-b9a5-615040fcf9dc,573568.41999054,3241.09315098477
31,2,7,034,27034,,,GIS_EDITOR,2/28/2020 7:49:26 PM,d7af039a-84a4-47fb-8bd1-357a75ef432d,431629.625930786,2976.51271313432
32,4,1,027,41027,,,GIS_EDITOR,3/12/2020 12:45:41 AM,ac72b956-3032-472b-ade9-6eb755b9b753,11978683.8304672,15185.8789374988
33,4,1,011,41011,,,GIS_EDITOR,3/12/2020 12:45:41 AM,ba627e4d-7909-4a8c-9692-5820e29ddee8,56129949.2258148,62778.8907583578
34,9,4,114,94114,,,rpa,2/19/2016 12:13:46 PM,92914329-c2f3-412d-8518-d7a5d0a65d10,1100259.14077759,4936.47514983011
35,4,5,098,45098,,,rpa,2/19/2016 12:13:46 PM,8b72e42d-c824-444a-9351-f0dabc710ea5,434000.554870605,2840.3466586282
36,4,1,008,41008,GIS_EDITOR,2/6/2020 8:39:24 PM,GIS_EDITOR,3/14/2020 12:09:45 AM,1d876461-b327-4ef9-b3f8-da60322fc816,25879613.9370956,46049.4960708152
37,3,2,019,32019,,,GIS_EDITOR,3/31/2020 1:12:16 AM,164b2f6c-a0d7-4489-aea5-85aa4977e485,474796.298088074,2980.40868986456
38,9,4,002,94002,,,GIS_EDITOR,3/27/2020 10:07:41 PM,2c3fcf68-de30-4f0c-b564-7b7696855ec5,48123689.0874329,103308.279506071
39,2,3,012,23012,,,SDE,4/27/2020 6:34:06 PM,6523a8a9-1407-4308-8d66-350624a75f43,465624.036499023,2796.74372471341
40,2,1,030,21030,,,GIS_EDITOR,4/24/2020 11:26:14 PM,2a07845b-d5bf-40cf-ba15-777c4993708b,599289.427368164,3426.19242474182
41,3,2,058,32058,,,GIS_EDITOR,5/1/2020 1:43:46 AM,338b97af-ee02-4cee-a057-797dc0a0ada0,656263.663002014,3244.25278942424
42,1,5,024,15024,,,GIS_EDITOR,4/7/2020 1:41:19 AM,8dbe7df4-3bd7-4853-bd85-f872add11bbf,552031.238967896,3740.80744352182
43,2,4,016,24016,,,GIS_EDITOR,4/25/2020 12:13:31 AM,088e645a-60c8-4653-a686-f418865f189a,825854.142311096,3769.04499061446
44,2,1,055,21055,,,GIS_EDITOR,4/16/2020 1:05:07 AM,0db6a6a6-0895-4d99-ac77-736c3c92eff3,542831.365699768,3300.03695938897
45,2,1,015,21015,,,GIS_EDITOR,3/17/2020 6:14:38 PM,7ece4359-af16-4f7a-aea6-2c423da33e17,5072537.11557007,11296.0780646872
46,2,8,027,28027,,,GIS_EDITOR,4/29/2020 9:50:46 PM,1709253f-ee6f-4682-804d-03d0457aa79e,292500.391815186,2797.45301833182
47,4,7,009,47009,,,GIS_EDITOR,5/8/2020 12:56:01 AM,42c537c5-9e39-4e0f-af9c-b11cca458e9f,422932.186752319,3720.95599902673
48,2,6,002,26002,,,GIS_EDITOR,5/13/2020 7:00:28 PM,90da8b61-b16d-4947-989e-51ab2fc26965,1223672.89600754,4815.02625034198
49,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,6e6091b5-1682-4a8e-a203-f72ee5b2a202,50415.4791564941,902.562690449697
50,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,639ce11a-87f1-4701-8e4f-5d1d08ac9c47,20935.8425674438,675.474429867071
51,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,157edc4e-8b4e-4e38-b494-22c13ff92387,18768.8849182129,545.78713026181
52,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,0e7506ed-44f1-421c-9ce2-c2cb57d8df7e,51434.0875244141,942.783058394217
53,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,b33f483e-2fe5-4d94-9986-d6411917268e,3010.6752166748,677.516165298337
54,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,e516ac7a-30ac-44f3-9070-b73a7925fad9,20935.8425674438,675.474429867071
55,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,77fa0824-4012-43ec-afba-7a3ee4fe1c90,18768.8849182129,545.78713026181
56,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,2593a561-4791-4278-81e8-e33828bda17b,91467.6718139648,1323.75995996245
57,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,f0607e29-bd9a-41eb-b913-0ea0f1a786bf,426088.497207642,2672.54876236438
58,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,64cc75aa-27b0-472d-a962-b5b97e9aacdd,116138.243034363,6065.77195213633
59,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,4e6924df-d41c-466c-a2ad-d2ec7211ade1,3010.6752166748,677.516165298337
60,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,6a471971-501f-49de-a3e0-a6c4c4993e18,76107.5106048584,1088.42245808811
61,9,1,118,91118,,,SDE,5/20/2020 11:11:24 PM,65072ce1-7400-442e-b4ed-8dd0124fe291,2539906.48446655,12798.9007078458
62,9,7,091,97091,GIS_EDITOR,1/28/2020 7:28:47 PM,GIS_EDITOR,5/15/2020 12:46:04 AM,12db4bce-beb5-4583-b4cf-b244b1a6b49f,1130968.21644592,8377.22386100061
63,6,4,004,64004,,,GIS_EDITOR,5/14/2020 11:58:24 PM,5f15e3c6-9e33-429c-829f-81e090aaf47a,86773160.7867126,76672.7028081345
64,6,5,005,65005,,,GIS_EDITOR,5/14/2020 11:58:24 PM,7ce79664-329a-4155-a784-63a8dde2beab,94304309.88591,48855.8880851906
65,7,1,001,71001,,,GIS_EDITOR,5/14/2020 11:58:24 PM,fa952c50-b63a-406d-9514-a47b95cb3d46,71582880.464386,42532.9789897488
66,6,4,002,64002,,,GIS_EDITOR,5/14/2020 11:58:24 PM,a90e1d8b-add3-445d-b3e8-7126c8333413,154724536.484726,96330.3537670918
67,6,4,001,64001,,,GIS_EDITOR,5/14/2020 11:58:24 PM,2b6508d0-21b0-4620-9907-83117c2fed14,59582941.7867279,47222.1568776457
68,6,4,003,64003,GIS_EDITOR,5/14/2020 11:57:37 PM,GIS_EDITOR,5/15/2020 8:44:09 PM,93564eea-a5f0-426f-94c8-bea2ec5bd690,164706844.149826,100360.300380105
69,9,9,014,99014,,,GIS_EDITOR,5/15/2020 6:47:42 PM,5970a5ed-d653-4e6a-a8d0-5b49e27dd0d9,761092.036369324,4309.38431674696
70,6,4,003,64003,,,GIS_EDITOR,5/20/2020 1:39:53 AM,d831f1b0-fb28-4bea-9a1f-4c7bed74f80c,1163010.43692017,57865.9581222116
71,5,6,003,56003,,,GIS_EDITOR,5/14/2020 9:22:20 PM,a12a59ad-6574-44a1-8cb0-a3a51a1666a8,37316992.8032227,42751.9927515481
72,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,03e48f90-096b-4f2c-a746-a0d2a9f24003,116138.243034363,6065.77195213633
73,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,ccc5783e-c195-466d-b198-1279827f424d,81066.6106796265,1132.13576553266
74,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,6c43ce47-575e-4e48-a82b-b077fc593bbb,501557.723175049,4196.5072147367
75,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,bed7634d-4733-4f1c-9346-17177ebb6430,441918.853355408,4013.73012257431
76,3,9,043,39043,,,rpa,2/19/2016 12:13:47 PM,710521c3-cd1f-407f-ba49-d75dfcb79a57,552525.035896301,3723.74432106324
77,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,8c292ffa-77d5-4abd-949e-6708d5ac1cc2,76107.5106048584,1088.42245808811
78,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,c0bb0de1-e5e3-4595-913a-7b846c7b9f66,441918.853355408,4013.73012257431
79,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,e05f59f7-560d-4c1f-bb13-99299b0e6a53,426088.497207642,2672.54876236438
80,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,25d9341c-3069-405c-914e-d3da541fbca1,50415.4791564941,902.562690449697
81,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,eda28e26-1c8d-4e38-b78b-51cffd9e7de0,51434.0875244141,942.783058394217
82,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,0e6c4277-75b9-404d-85e5-bb18c1c43161,29317.7504959106,698.046700132346
83,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,d989da77-a885-46ff-ba90-102190d33992,81066.6106796265,1132.13576553266
84,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,a3531e2b-42b0-4cf0-adaa-9c68fd79e6e1,501557.723175049,4196.5072147367
85,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,5d4e84e3-6cfc-4fa2-b164-4ae89abb4524,29317.7504959106,698.046700132346
86,,,,,SDE,5/14/2020 12:48:55 AM,SDE,5/14/2020 12:48:55 AM,3acdffe4-f787-4433-af8c-f27479c60ca7,91467.6718139648,1323.75995996245
87,6,7,004,67004,,,GIS_EDITOR,5/15/2020 1:46:57 AM,c9972548-1e01-48c5-8aa7-8a3446ab20d7,76846973.2650146,48810.0762805789
88,7,7,001,77001,,,GIS_EDITOR,5/15/2020 1:46:57 AM,90e87bea-c9d8-4f24-a3c0-9f084c75388b,458073330.306458,200489.147387554
89,3,9,067,39067,,,rpa,2/19/2016 12:13:47 PM,1ee3e348-30cb-4ef3-848e-3b98fc88b12b,973906.743980408,4523.34744950992
90,1,1,010,11010,rpa,6/23/2016 1:49:01 PM,GIS_EDITOR,5/18/2020 11:29:21 PM,9bf5440f-6469-4c5a-aa62-948f082211c1,41607270.9131165,35917.9004679799
91,1,4,023,14023,,,rpa,2/19/2016 12:13:46 PM,dc534677-6a66-45f8-a73f-669a3a255b37,588055.931495667,3550.25913687908
92,3,3,018,33018,,,rpa,2/19/2016 12:13:52 PM,b186348f-e57b-42a0-8da1-bafb27e0aaca,1105656.9980545,4868.29706450894
93,2,6,007,26007,,,rpa,2/19/2016 12:13:53 PM,f916ef48-bf66-491c-8d90-59c66a9b968c,339479.044189453,2590.27133450919
94,9,8,039,98039,,,rpa,2/19/2016 12:13:54 PM,0025c99f-1585-408e-a5fe-8847a85f3ff8,2101469.05731964,7309.68480635567
95,3,3,031,33031,,,rpa,2/19/2016 12:13:53 PM,b58782a4-3df0-4efd-a49c-4529a85974eb,874960.720504761,4709.67163024889
96,5,3,009,53009,,,rpa,2/19/2016 12:13:53 PM,fd58c15e-8b43-42c7-9455-10a6416208ab,12540614.0210114,19872.1862862225
97,2,1,029,21029,,,rpa,5/17/2016 9:43:00 AM,38312c82-5e0b-469c-9611-1a4aed5213b4,485315.406768799,2939.97882884349
98,2,9,002,29002,,,rpa,2/19/2016 12:13:54 PM,0cbdb7f8-4e8a-4827-9e51-d723f71c4c40,594231.121925354,3450.33667482819
99,4,9,008,49008,,,rpa,2/19/2016 12:13:53 PM,35a71708-5e08-4104-a7a9-91ab348943aa,146114.677597046,4134.92538850554
100,7,5,011,75011,,,rpa,2/19/2016 12:13:53 PM,c3fc3db5-bab2-4ac1-a819-1c0d7792b1b7,824389.802139282,4092.45648233438
101,4,9,003,49003,,,rpa,2/19/2016 12:13:53 PM,5213e5e6-7f87-473b-8b89-6bc7d4f84621,8880404.98794556,14388.4290090695
102,9,7,003,97003,,,rpa,5/11/2018 12:19:01 PM,4e173712-6b38-41b7-abc7-979d550ebf6f,450742.314888,2829.17323788253
103,3,8,004,38004,,,rpa,2/19/2016 12:13:53 PM,ac3f6c45-16bf-4a41-8daf-94d1c36250fb,1114765.70586395,4300.29375684322
104,9,4,039,94039,,,rpa,2/19/2016 12:13:47 PM,79d1c890-578b-4479-b5b6-1f2915c25522,832061.273155212,3827.27078242237
105,9,5,058,95058,,,rpa,2/19/2016 12:13:46 PM,c69ddb34-4ea6-45dc-a306-37ff2e24a7cb,658994.630966187,4021.89054988319
106,9,4,094,94094,,,rpa,2/19/2016 12:13:46 PM,7696f88d-6256-40f2-9b53-bd2559696f70,502245.239486694,2835.72715611991
107,4,4,025,44025,,,rpa,2/19/2016 12:13:52 PM,b39cb8c7-1e9c-4608-a4f2-bff555518d48,465223.501708984,3266.96376157888
108,3,2,015,32015,,,rpa,10/2/2018 9:23:45 AM,6c21ff4b-d110-489b-95e8-78b120ddfbc3,440174.53565979,2790.64171707326
109,9,5,051,95051,,,rpa,2/19/2016 12:13:46 PM,a7cbfdbb-c875-4edd-bd6c-c9564ca29bb9,858074.221481323,3823.04446130278
110,3,2,004,32004,,,rpa,10/2/2018 9:23:12 AM,47b66813-0b39-4fff-989f-96e60e37f189,586145.063697815,3099.90750052696
111,2,7,001,27001,,,rpa,2/19/2016 12:13:46 PM,eb8cbda1-e76a-40b7-9510-33f864d23cd1,369813.973869324,2603.6360365997
112,9,8,054,98054,,,rpa,2/19/2016 12:13:46 PM,69eda6a3-d374-44cd-878f-706bba3a4f8f,915644.011138916,4553.12889494931
113,2,7,002,27002,,,rpa,2/19/2016 12:13:46 PM,38eeb514-4506-4fc7-868e-cb6ee96571bc,495236.15221405,2858.14846360556
114,2,9,048,29048,,,rpa,2/19/2016 12:13:47 PM,91b98eee-44bf-4fa3-a524-a7bca507a004,536893.228256226,4301.71612155849
115,1,7,006,17006,,,rpa,2/19/2016 12:13:47 PM,186b9b82-b1a6-49f8-b624-472615ac98b6,476304.10975647,2936.9871148133
116,2,7,007,27007,,,rpa,2/19/2016 12:13:46 PM,a77b3234-3ef9-4eab-b20b-28c53776cc7b,535463.376815796,3076.94311014016
117,8,6,023,86023,,,rpa,2/19/2016 12:13:53 PM,805323a4-3aeb-4941-8a0a-3e5c7d43ab7a,1115501.3586731,4989.81381247842
118,4,5,029,45029,,,rpa,2/19/2016 12:13:53 PM,e85103da-e686-41f8-9451-ee2eee905b62,1030258.08334351,4435.48522684807
119,6,7,015,67015,,,rpa,2/19/2016 12:14:00 PM,13b74de7-903f-4bde-b3a2-1c441715451f,604552.666900635,3707.56653387259
120,1,9,008,19008,,,rpa,2/19/2016 12:13:53 PM,c2695299-8e08-4dd3-82de-c260fc9595da,710996.89667511,3675.07996574471
121,1,5,026,15026,,,rpa,11/15/2018 1:46:57 PM,d8112e8a-1a90-46b8-a6da-3da73d2318f1,298091.284896851,2419.13776646254
122,3,4,035,34035,,,rpa,2/19/2016 12:14:00 PM,d93bf497-9503-4722-b56e-ce295763af9d,789902.601768494,3813.8981611663
123,9,5,026,95026,,,rpa,2/19/2016 12:13:54 PM,3892f144-0d02-447a-ae45-8d0128195208,251442.234985352,2096.70034240796
124,2,7,032,27032,,,rpa,2/19/2016 12:14:00 PM,6ab57254-5925-4c2a-b243-6c827edf4f7a,503868.40851593,3034.36947849793
125,1,1,029,11029,,,rpa,2/19/2016 12:13:54 PM,ca49af2c-44a8-40bb-966e-0a1bfec4e42f,902432.795410156,5912.91279268563
126,9,4,054,94054,,,rpa,2/19/2016 12:13:54 PM,8ae83ba2-0157-4a09-afc6-e14bd9e195a8,1720555.54336548,5337.15854125955
127,2,9,005,29005,,,rpa,2/19/2016 12:13:53 PM,e5fbd75d-40ec-4500-a81c-4ab4ff0d9013,683179.142051697,3686.66060266633
128,2,8,020,28020,,,rpa,2/19/2016 12:13:53 PM,b02ea8b1-366e-459f-8ffe-9ab5707883b1,562688.687561035,3368.46938413977
129,4,4,002,44002,,,rpa,2/19/2016 12:13:53 PM,1ae4b7b1-809f-42ba-b21f-c0f6b78a184f,959437.455657959,4206.00991851539
130,2,1,014,21014,,,rpa,2/19/2016 12:13:54 PM,d5715cac-e494-4e2b-9d7a-bcd753240f56,424081.743003845,3131.35774058255
131,2,4,043,24043,,,rpa,2/19/2016 12:13:54 PM,dbba070e-d558-40bf-afa4-ec8d44421e04,817113.68132019,4760.87268026647
132,8,7,029,87029,,,rpa,2/19/2016 12:13:54 PM,bd13843a-15c9-46c8-b555-8fd0bf3f9f5e,722642.400390625,3482.47998173333
133,2,9,074,29074,,,rpa,2/19/2016 12:13:54 PM,44b93dc7-b000-48b8-836d-32b146a52bec,543002.830604553,2966.42725636772
134,7,3,003,73003,,,rpa,2/19/2016 12:14:00 PM,bb6b999d-ae34-4ab7-b4c4-316a07bf2491,466629.334243774,3977.53506593171
135,1,8,030,18030,,,rpa,2/19/2016 12:13:53 PM,a3cce122-beda-47ef-93f7-b2863140650d,805238.758399963,4500.91849974946
136,2,9,050,29050,,,rpa,2/19/2016 12:13:54 PM,3cd86dfa-c0ca-4e00-a9ab-6371f24f0116,1916479.45616913,7581.76836426521
137,2,7,012,27012,,,rpa,2/19/2016 12:13:53 PM,330188b2-4d2a-46fc-9a46-dc1bcdcd32ef,360241.153694153,2603.92397109666
138,1,8,025,18025,,,rpa,2/19/2016 12:13:53 PM,50ab5799-0ce6-4d32-a4fc-e1a624356cb0,772833.230865479,3979.21899985815
139,2,1,047,21047,,,rpa,2/19/2016 12:13:54 PM,8c7c2d63-e235-46f5-ae3c-e950e38ecdda,449505.06388092,2713.83213629714
140,2,5,008,25008,,,rpa,2/19/2016 12:14:00 PM,87c7237e-b4d7-458e-9a59-b93342a19aca,368504.798721313,2715.64264568091
141,1,8,013,18013,,,rpa,2/19/2016 12:13:53 PM,b1d72887-17f7-4d43-9159-7ed928a9b6fc,684495.935661316,4081.56547347669
142,2,1,040,21040,,,rpa,2/19/2016 12:13:53 PM,9f712496-07d0-412e-b575-a22b9df011f8,475082.890632629,3072.60336318203
143,1,8,021,18021,,,rpa,2/19/2016 12:13:54 PM,fd9e5e7d-0374-4e7e-88b1-8af027a96a58,770007.635017395,4321.81894315402
144,9,1,060,91060,,,rpa,2/19/2016 12:14:00 PM,dcf1f509-0d2f-4e76-b0e4-204be06c3901,1472456.94636536,4746.34122595285
145,9,5,087,95087,,,rpa,2/19/2016 12:14:00 PM,f2721753-bb3d-47c0-9ac5-f5c6d0c70303,454692.957061768,3939.80674781096
146,9,5,088,95088,,,rpa,2/19/2016 12:14:01 PM,1822777e-e9d7-4950-9a3f-17b52ce59a59,836509.359069824,4163.95482574557
147,1,6,024,16024,,,rpa,2/19/2016 12:14:00 PM,d0eceec7-d1d9-4e7a-8efe-ebf464d44c03,929928.724128723,3915.67694311896
148,9,1,139,91139,,,rpa,2/19/2016 12:14:00 PM,06dad438-b373-44eb-9a04-a381031b732d,1467404.80374908,16794.2071054852
149,9,1,104,91104,,,rpa,2/19/2016 12:14:02 PM,b3661235-440d-474c-8e9c-3349211c2d37,651851.69619751,9866.233538458
150,9,1,112,91112,,,rpa,2/19/2016 12:14:01 PM,69f5c567-c3ff-493e-b5fb-af95a733e563,2002842.51203156,7756.05536860641
151,2,5,013,25013,,,rpa,2/19/2016 12:14:01 PM,11168607-f906-47ad-b0a5-7e14b43a393d,342981.035316467,4601.28407373414
152,9,5,094,95094,,,rpa,2/19/2016 12:14:01 PM,7ae3ebda-3a52-40de-86b1-55c83a39fc89,643266.181335449,4545.88341633418
153,9,1,140,91140,,,rpa,2/19/2016 12:14:01 PM,4b91f05b-59ea-4ea7-b259-03b6f0704354,1212080.06804657,16609.6239930762
154,3,8,007,38007,,,rpa,9/12/2017 2:48:10 PM,e0611967-871c-4fe6-a8f9-49bf62d6cfaf,644821.19758606,3386.98294391796
155,2,6,015,26015,,,rpa,2/19/2016 12:14:00 PM,676ece0a-84df-4bec-914b-d009d9282142,528479.515609741,2847.27162702678
156,4,3,001,43001,,,rpa,2/19/2016 12:14:00 PM,75568737-f6d5-4ba1-9795-ab3aa5449687,540253.502738953,4038.26142613416
157,1,7,009,17009,,,rpa,2/19/2016 12:14:01 PM,7d46fa2d-8cd2-4e28-b795-057a0d342fa3,346453.888023376,2676.03401025408
158,6,7,017,67017,,,rpa,2/19/2016 12:14:00 PM,d02ad103-4072-431a-b199-5d9653f62775,1035428.72113037,4393.89693111955
159,9,9,001,99001,,,rpa,9/13/2017 12:15:39 PM,1e9f86fd-953b-4b88-b2f8-92f7f455125e,121447745.454124,129707.613810775
160,2,2,029,22029,,,rpa,2/19/2016 12:14:00 PM,3eba9943-a95e-4a90-a49a-cdb3f1d3d8e9,680818.171470642,4064.67631467147
161,2,1,044,21044,,,rpa,2/19/2016 12:14:01 PM,11daac02-306c-4aab-a3ea-9c076bc5c194,1164583.75994873,4464.31944019085
162,2,1,035,21035,,,rpa,3/9/2016 6:52:58 AM,69182f2b-5be2-4296-b2a2-4f5acd07e1db,787824.635559082,3492.16962258657
163,9,2,014,92014,,,rpa,2/24/2016 6:44:19 AM,f4a42d35-e065-4158-8306-7c4e77f186a6,1216270.34786987,5977.97368199677
164,3,2,062,32062,,,rpa,3/15/2016 7:14:24 AM,c42853d5-1432-49fe-9016-3810f1a2c479,521751.904777527,3499.13335272742
165,3,3,055,33055,,,rpa,3/15/2016 7:50:51 AM,b42afd49-ff50-455f-92cc-de781b3fe6bf,487098.884803772,3647.47976627503
166,9,8,029,98029,,,rpa,4/4/2016 11:07:50 AM,f4f9cf39-799b-44f4-bac7-bdd738bbe10a,982981.543510437,4391.40505659432
167,4,5,097,45097,,,rpa,4/26/2016 9:56:34 AM,b27b0304-7219-4e34-8cf1-12fc6699691d,593749.476409912,3289.46207793801
168,4,5,038,45038,rpa,3/23/2016 8:30:38 AM,rpa,4/27/2016 12:33:07 PM,9d180717-682d-404e-89f0-66a976aad149,763592.073638916,3697.80098875731
169,8,7,034,87034,,,rpa,4/2/2018 2:29:05 PM,67001c3b-e9e2-4c6f-b4b5-3e42362eed92,856160.806343079,4012.29554037295
170,3,8,002,38002,,,rpa,6/21/2016 2:22:05 PM,44a422c8-9b04-4d99-83a7-61a0c1021ef1,865885.541931152,4265.4999847039
171,3,4,028,34028,,,rpa,6/20/2016 12:22:44 PM,b5763834-e6ff-40e8-a19a-ec060766e15a,413065.397575378,2938.2495520853
172,2,9,022,29022,,,rpa,6/28/2016 8:00:26 AM,da2ce6f9-6622-4c90-bde8-aeabf3a2e677,633873.884414673,3881.65350523747
